"date","hits","keyword","geo","time","gprop","category"
2018-03-18,65,"human rights","world","2016-01-01 2020-12-31","web",0
2018-03-25,50,"human rights","world","2016-01-01 2020-12-31","web",0
2018-04-01,55,"human rights","world","2016-01-01 2020-12-31","web",0
2018-04-08,57,"human rights","world","2016-01-01 2020-12-31","web",0
2018-04-15,59,"human rights","world","2016-01-01 2020-12-31","web",0
2018-04-22,62,"human rights","world","2016-01-01 2020-12-31","web",0
2018-04-29,64,"human rights","world","2016-01-01 2020-12-31","web",0
2018-05-06,64,"human rights","world","2016-01-01 2020-12-31","web",0
2018-05-13,58,"human rights","world","2016-01-01 2020-12-31","web",0
2018-05-20,57,"human rights","world","2016-01-01 2020-12-31","web",0
2018-05-27,53,"human rights","world","2016-01-01 2020-12-31","web",0
2018-06-03,52,"human rights","world","2016-01-01 2020-12-31","web",0
2018-06-10,50,"human rights","world","2016-01-01 2020-12-31","web",0
2018-06-17,100,"human rights","world","2016-01-01 2020-12-31","web",0
2018-06-24,42,"human rights","world","2016-01-01 2020-12-31","web",0
2018-07-01,37,"human rights","world","2016-01-01 2020-12-31","web",0
2018-07-08,40,"human rights","world","2016-01-01 2020-12-31","web",0
2018-07-15,42,"human rights","world","2016-01-01 2020-12-31","web",0
2018-07-22,43,"human rights","world","2016-01-01 2020-12-31","web",0
2018-07-29,42,"human rights","world","2016-01-01 2020-12-31","web",0
2018-08-05,44,"human rights","world","2016-01-01 2020-12-31","web",0
2018-08-12,43,"human rights","world","2016-01-01 2020-12-31","web",0
2018-08-19,42,"human rights","world","2016-01-01 2020-12-31","web",0
2018-08-26,46,"human rights","world","2016-01-01 2020-12-31","web",0
2018-09-02,49,"human rights","world","2016-01-01 2020-12-31","web",0
2018-09-09,52,"human rights","world","2016-01-01 2020-12-31","web",0
2018-09-16,55,"human rights","world","2016-01-01 2020-12-31","web",0
2018-09-23,54,"human rights","world","2016-01-01 2020-12-31","web",0
2018-09-30,54,"human rights","world","2016-01-01 2020-12-31","web",0
2018-10-07,53,"human rights","world","2016-01-01 2020-12-31","web",0
2018-10-14,53,"human rights","world","2016-01-01 2020-12-31","web",0
2018-10-21,58,"human rights","world","2016-01-01 2020-12-31","web",0
2018-10-28,56,"human rights","world","2016-01-01 2020-12-31","web",0
2018-11-04,54,"human rights","world","2016-01-01 2020-12-31","web",0
2018-11-11,57,"human rights","world","2016-01-01 2020-12-31","web",0
2018-11-18,49,"human rights","world","2016-01-01 2020-12-31","web",0
2018-11-25,56,"human rights","world","2016-01-01 2020-12-31","web",0
2018-12-02,63,"human rights","world","2016-01-01 2020-12-31","web",0
2018-12-09,77,"human rights","world","2016-01-01 2020-12-31","web",0
2018-12-16,43,"human rights","world","2016-01-01 2020-12-31","web",0
2018-12-23,27,"human rights","world","2016-01-01 2020-12-31","web",0
2018-12-30,33,"human rights","world","2016-01-01 2020-12-31","web",0
2019-01-06,52,"human rights","world","2016-01-01 2020-12-31","web",0
2019-01-13,50,"human rights","world","2016-01-01 2020-12-31","web",0
2019-01-20,53,"human rights","world","2016-01-01 2020-12-31","web",0
2019-01-27,54,"human rights","world","2016-01-01 2020-12-31","web",0
2019-02-03,54,"human rights","world","2016-01-01 2020-12-31","web",0
2019-02-10,53,"human rights","world","2016-01-01 2020-12-31","web",0
2019-02-17,56,"human rights","world","2016-01-01 2020-12-31","web",0
2019-02-24,61,"human rights","world","2016-01-01 2020-12-31","web",0
2019-03-03,59,"human rights","world","2016-01-01 2020-12-31","web",0
2019-03-10,57,"human rights","world","2016-01-01 2020-12-31","web",0
2019-03-17,61,"human rights","world","2016-01-01 2020-12-31","web",0
2019-03-24,55,"human rights","world","2016-01-01 2020-12-31","web",0
2019-03-31,57,"human rights","world","2016-01-01 2020-12-31","web",0
2019-04-07,54,"human rights","world","2016-01-01 2020-12-31","web",0
2019-04-14,50,"human rights","world","2016-01-01 2020-12-31","web",0
2019-04-21,54,"human rights","world","2016-01-01 2020-12-31","web",0
2019-04-28,61,"human rights","world","2016-01-01 2020-12-31","web",0
2019-05-05,61,"human rights","world","2016-01-01 2020-12-31","web",0
2019-05-12,58,"human rights","world","2016-01-01 2020-12-31","web",0
2019-05-19,51,"human rights","world","2016-01-01 2020-12-31","web",0
2019-05-26,51,"human rights","world","2016-01-01 2020-12-31","web",0
2019-06-02,44,"human rights","world","2016-01-01 2020-12-31","web",0
2019-06-09,47,"human rights","world","2016-01-01 2020-12-31","web",0
2019-06-16,49,"human rights","world","2016-01-01 2020-12-31","web",0
2019-06-23,44,"human rights","world","2016-01-01 2020-12-31","web",0
2019-06-30,39,"human rights","world","2016-01-01 2020-12-31","web",0
2019-07-07,44,"human rights","world","2016-01-01 2020-12-31","web",0
2019-07-14,40,"human rights","world","2016-01-01 2020-12-31","web",0
2019-07-21,40,"human rights","world","2016-01-01 2020-12-31","web",0
2019-07-28,41,"human rights","world","2016-01-01 2020-12-31","web",0
2019-08-04,37,"human rights","world","2016-01-01 2020-12-31","web",0
2019-08-11,44,"human rights","world","2016-01-01 2020-12-31","web",0
2019-08-18,42,"human rights","world","2016-01-01 2020-12-31","web",0
2019-08-25,45,"human rights","world","2016-01-01 2020-12-31","web",0
2019-09-01,49,"human rights","world","2016-01-01 2020-12-31","web",0
2019-09-08,55,"human rights","world","2016-01-01 2020-12-31","web",0
2019-09-15,54,"human rights","world","2016-01-01 2020-12-31","web",0
2019-09-22,50,"human rights","world","2016-01-01 2020-12-31","web",0
2019-09-29,46,"human rights","world","2016-01-01 2020-12-31","web",0
2019-10-06,53,"human rights","world","2016-01-01 2020-12-31","web",0
2019-10-13,59,"human rights","world","2016-01-01 2020-12-31","web",0
2019-10-20,58,"human rights","world","2016-01-01 2020-12-31","web",0
2019-10-27,50,"human rights","world","2016-01-01 2020-12-31","web",0
2019-11-03,58,"human rights","world","2016-01-01 2020-12-31","web",0
2019-11-10,63,"human rights","world","2016-01-01 2020-12-31","web",0
2019-11-17,65,"human rights","world","2016-01-01 2020-12-31","web",0
2019-11-24,58,"human rights","world","2016-01-01 2020-12-31","web",0
2019-12-01,62,"human rights","world","2016-01-01 2020-12-31","web",0
2019-12-08,85,"human rights","world","2016-01-01 2020-12-31","web",0
2019-12-15,46,"human rights","world","2016-01-01 2020-12-31","web",0
2019-12-22,28,"human rights","world","2016-01-01 2020-12-31","web",0
2019-12-29,33,"human rights","world","2016-01-01 2020-12-31","web",0
2020-01-05,49,"human rights","world","2016-01-01 2020-12-31","web",0
2020-01-12,51,"human rights","world","2016-01-01 2020-12-31","web",0
2020-01-19,49,"human rights","world","2016-01-01 2020-12-31","web",0
2020-01-26,51,"human rights","world","2016-01-01 2020-12-31","web",0
2020-02-02,52,"human rights","world","2016-01-01 2020-12-31","web",0
2020-02-09,57,"human rights","world","2016-01-01 2020-12-31","web",0
2020-02-16,54,"human rights","world","2016-01-01 2020-12-31","web",0
2020-02-23,64,"human rights","world","2016-01-01 2020-12-31","web",0
2020-03-01,59,"human rights","world","2016-01-01 2020-12-31","web",0
2020-03-08,50,"human rights","world","2016-01-01 2020-12-31","web",0
2020-03-15,43,"human rights","world","2016-01-01 2020-12-31","web",0
2020-03-22,38,"human rights","world","2016-01-01 2020-12-31","web",0
2020-03-29,41,"human rights","world","2016-01-01 2020-12-31","web",0
2020-04-05,43,"human rights","world","2016-01-01 2020-12-31","web",0
2020-04-12,42,"human rights","world","2016-01-01 2020-12-31","web",0
2020-04-19,49,"human rights","world","2016-01-01 2020-12-31","web",0
2020-04-26,49,"human rights","world","2016-01-01 2020-12-31","web",0
2020-05-03,47,"human rights","world","2016-01-01 2020-12-31","web",0
2020-05-10,46,"human rights","world","2016-01-01 2020-12-31","web",0
2020-05-17,45,"human rights","world","2016-01-01 2020-12-31","web",0
2020-05-24,47,"human rights","world","2016-01-01 2020-12-31","web",0
2020-05-31,56,"human rights","world","2016-01-01 2020-12-31","web",0
2020-06-07,50,"human rights","world","2016-01-01 2020-12-31","web",0
2020-06-14,49,"human rights","world","2016-01-01 2020-12-31","web",0
2020-06-21,46,"human rights","world","2016-01-01 2020-12-31","web",0
2020-06-28,46,"human rights","world","2016-01-01 2020-12-31","web",0
2020-07-05,44,"human rights","world","2016-01-01 2020-12-31","web",0
2020-07-12,38,"human rights","world","2016-01-01 2020-12-31","web",0
2020-07-19,42,"human rights","world","2016-01-01 2020-12-31","web",0
2020-07-26,42,"human rights","world","2016-01-01 2020-12-31","web",0
2020-08-02,40,"human rights","world","2016-01-01 2020-12-31","web",0
2020-08-09,40,"human rights","world","2016-01-01 2020-12-31","web",0
2020-08-16,46,"human rights","world","2016-01-01 2020-12-31","web",0
2020-08-23,47,"human rights","world","2016-01-01 2020-12-31","web",0
2020-08-30,44,"human rights","world","2016-01-01 2020-12-31","web",0
2020-09-06,53,"human rights","world","2016-01-01 2020-12-31","web",0
2020-09-13,58,"human rights","world","2016-01-01 2020-12-31","web",0
2020-09-20,56,"human rights","world","2016-01-01 2020-12-31","web",0
2020-09-27,54,"human rights","world","2016-01-01 2020-12-31","web",0
2020-10-04,53,"human rights","world","2016-01-01 2020-12-31","web",0
2020-10-11,54,"human rights","world","2016-01-01 2020-12-31","web",0
2020-10-18,52,"human rights","world","2016-01-01 2020-12-31","web",0
2020-10-25,49,"human rights","world","2016-01-01 2020-12-31","web",0
2020-11-01,45,"human rights","world","2016-01-01 2020-12-31","web",0
2020-11-08,50,"human rights","world","2016-01-01 2020-12-31","web",0
2020-11-15,51,"human rights","world","2016-01-01 2020-12-31","web",0
2020-11-22,47,"human rights","world","2016-01-01 2020-12-31","web",0
2020-11-29,49,"human rights","world","2016-01-01 2020-12-31","web",0
2020-12-06,87,"human rights","world","2016-01-01 2020-12-31","web",0
2020-12-13,49,"human rights","world","2016-01-01 2020-12-31","web",0
2020-12-20,33,"human rights","world","2016-01-01 2020-12-31","web",0
2020-12-27,29,"human rights","world","2016-01-01 2020-12-31","web",0
2016-01-03,24,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-01-10,38,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-01-17,44,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-01-24,45,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-01-31,51,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-02-07,60,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-02-14,63,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-02-21,66,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-02-28,79,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-03-06,80,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-03-13,75,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-03-20,36,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-03-27,61,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-04-03,79,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-04-10,75,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-04-17,72,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-04-24,64,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-05-01,66,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-05-08,64,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-05-15,72,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-05-22,71,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-05-29,70,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-06-05,67,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-06-12,56,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-06-19,50,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-06-26,47,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-07-03,42,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-07-10,39,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-07-17,39,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-07-24,42,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-07-31,39,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-08-07,45,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-08-14,49,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-08-21,53,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-08-28,62,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-09-04,68,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-09-11,58,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-09-18,63,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-09-25,69,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-10-02,72,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-10-09,71,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-10-16,80,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-10-23,73,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-10-30,65,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-11-06,76,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-11-13,72,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-11-20,65,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-11-27,64,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-12-04,63,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-12-11,45,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-12-18,19,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-12-25,12,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-01-01,20,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-01-08,36,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-01-15,37,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-01-22,40,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-01-29,47,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-02-05,52,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-02-12,55,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-02-19,62,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-02-26,62,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-03-05,71,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-03-12,68,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-03-19,63,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-03-26,73,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-04-02,63,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-04-09,29,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-04-16,47,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-04-23,60,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-04-30,58,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-05-07,57,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-05-14,62,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-05-21,62,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-05-28,60,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-06-04,58,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-06-11,57,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-06-18,48,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-06-25,43,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-07-02,41,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-07-09,38,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-07-16,37,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-07-23,34,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-07-30,39,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-08-06,44,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-08-13,47,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-08-20,55,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-08-27,66,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-09-03,61,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-09-10,56,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-09-17,55,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-09-24,65,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-10-01,72,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-10-08,71,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-10-15,75,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-10-22,77,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-10-29,57,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-11-05,77,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-11-12,76,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-11-19,73,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-11-26,63,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-12-03,59,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-12-10,56,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-12-17,21,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-12-24,11,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2017-12-31,13,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-01-07,35,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-01-14,37,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-01-21,39,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-01-28,45,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-02-04,47,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-02-11,49,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-02-18,60,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-02-25,61,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-03-04,63,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-03-11,74,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-03-18,61,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-03-25,30,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-04-01,50,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-04-08,65,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-04-15,66,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-04-22,59,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-04-29,54,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-05-06,59,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-05-13,59,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-05-20,64,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-05-27,64,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-06-03,64,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-06-10,57,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-06-17,49,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-06-24,38,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-07-01,34,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-07-08,36,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-07-15,35,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-07-22,36,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-07-29,37,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-08-05,41,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2018-08-12,48,"derechos humanos","world","2016-01-01 2020-12-31","web",0
