"date","hits","keyword","geo","time","gprop","category"
2016-01-03,47,"human rights","world","2016-01-01 2020-12-31","web",0
2016-01-10,52,"human rights","world","2016-01-01 2020-12-31","web",0
2016-01-17,55,"human rights","world","2016-01-01 2020-12-31","web",0
2016-01-24,53,"human rights","world","2016-01-01 2020-12-31","web",0
2016-01-31,55,"human rights","world","2016-01-01 2020-12-31","web",0
2016-02-07,55,"human rights","world","2016-01-01 2020-12-31","web",0
2016-02-14,54,"human rights","world","2016-01-01 2020-12-31","web",0
2016-02-21,60,"human rights","world","2016-01-01 2020-12-31","web",0
2016-02-28,59,"human rights","world","2016-01-01 2020-12-31","web",0
2016-03-06,59,"human rights","world","2016-01-01 2020-12-31","web",0
2016-03-13,57,"human rights","world","2016-01-01 2020-12-31","web",0
2016-03-20,56,"human rights","world","2016-01-01 2020-12-31","web",0
2016-03-27,54,"human rights","world","2016-01-01 2020-12-31","web",0
2016-04-03,59,"human rights","world","2016-01-01 2020-12-31","web",0
2016-04-10,61,"human rights","world","2016-01-01 2020-12-31","web",0
2016-04-17,64,"human rights","world","2016-01-01 2020-12-31","web",0
2016-04-24,70,"human rights","world","2016-01-01 2020-12-31","web",0
2016-05-01,73,"human rights","world","2016-01-01 2020-12-31","web",0
2016-05-08,70,"human rights","world","2016-01-01 2020-12-31","web",0
2016-05-15,66,"human rights","world","2016-01-01 2020-12-31","web",0
2016-05-22,58,"human rights","world","2016-01-01 2020-12-31","web",0
2016-05-29,52,"human rights","world","2016-01-01 2020-12-31","web",0
2016-06-05,52,"human rights","world","2016-01-01 2020-12-31","web",0
2016-06-12,50,"human rights","world","2016-01-01 2020-12-31","web",0
2016-06-19,47,"human rights","world","2016-01-01 2020-12-31","web",0
2016-06-26,45,"human rights","world","2016-01-01 2020-12-31","web",0
2016-07-03,39,"human rights","world","2016-01-01 2020-12-31","web",0
2016-07-10,40,"human rights","world","2016-01-01 2020-12-31","web",0
2016-07-17,42,"human rights","world","2016-01-01 2020-12-31","web",0
2016-07-24,42,"human rights","world","2016-01-01 2020-12-31","web",0
2016-07-31,40,"human rights","world","2016-01-01 2020-12-31","web",0
2016-08-07,41,"human rights","world","2016-01-01 2020-12-31","web",0
2016-08-14,40,"human rights","world","2016-01-01 2020-12-31","web",0
2016-08-21,48,"human rights","world","2016-01-01 2020-12-31","web",0
2016-08-28,47,"human rights","world","2016-01-01 2020-12-31","web",0
2016-09-04,49,"human rights","world","2016-01-01 2020-12-31","web",0
2016-09-11,51,"human rights","world","2016-01-01 2020-12-31","web",0
2016-09-18,52,"human rights","world","2016-01-01 2020-12-31","web",0
2016-09-25,50,"human rights","world","2016-01-01 2020-12-31","web",0
2016-10-02,55,"human rights","world","2016-01-01 2020-12-31","web",0
2016-10-09,53,"human rights","world","2016-01-01 2020-12-31","web",0
2016-10-16,56,"human rights","world","2016-01-01 2020-12-31","web",0
2016-10-23,57,"human rights","world","2016-01-01 2020-12-31","web",0
2016-10-30,57,"human rights","world","2016-01-01 2020-12-31","web",0
2016-11-06,59,"human rights","world","2016-01-01 2020-12-31","web",0
2016-11-13,58,"human rights","world","2016-01-01 2020-12-31","web",0
2016-11-20,53,"human rights","world","2016-01-01 2020-12-31","web",0
2016-11-27,60,"human rights","world","2016-01-01 2020-12-31","web",0
2016-12-04,78,"human rights","world","2016-01-01 2020-12-31","web",0
2016-12-11,56,"human rights","world","2016-01-01 2020-12-31","web",0
2016-12-18,37,"human rights","world","2016-01-01 2020-12-31","web",0
2016-12-25,27,"human rights","world","2016-01-01 2020-12-31","web",0
2017-01-01,44,"human rights","world","2016-01-01 2020-12-31","web",0
2017-01-08,52,"human rights","world","2016-01-01 2020-12-31","web",0
2017-01-15,58,"human rights","world","2016-01-01 2020-12-31","web",0
2017-01-22,57,"human rights","world","2016-01-01 2020-12-31","web",0
2017-01-29,56,"human rights","world","2016-01-01 2020-12-31","web",0
2017-02-05,55,"human rights","world","2016-01-01 2020-12-31","web",0
2017-02-12,54,"human rights","world","2016-01-01 2020-12-31","web",0
2017-02-19,55,"human rights","world","2016-01-01 2020-12-31","web",0
2017-02-26,60,"human rights","world","2016-01-01 2020-12-31","web",0
2017-03-05,62,"human rights","world","2016-01-01 2020-12-31","web",0
2017-03-12,62,"human rights","world","2016-01-01 2020-12-31","web",0
2017-03-19,67,"human rights","world","2016-01-01 2020-12-31","web",0
2017-03-26,59,"human rights","world","2016-01-01 2020-12-31","web",0
2017-04-02,55,"human rights","world","2016-01-01 2020-12-31","web",0
2017-04-09,51,"human rights","world","2016-01-01 2020-12-31","web",0
2017-04-16,56,"human rights","world","2016-01-01 2020-12-31","web",0
2017-04-23,62,"human rights","world","2016-01-01 2020-12-31","web",0
2017-04-30,67,"human rights","world","2016-01-01 2020-12-31","web",0
2017-05-07,72,"human rights","world","2016-01-01 2020-12-31","web",0
2017-05-14,71,"human rights","world","2016-01-01 2020-12-31","web",0
2017-05-21,65,"human rights","world","2016-01-01 2020-12-31","web",0
2017-05-28,53,"human rights","world","2016-01-01 2020-12-31","web",0
2017-06-04,56,"human rights","world","2016-01-01 2020-12-31","web",0
2017-06-11,46,"human rights","world","2016-01-01 2020-12-31","web",0
2017-06-18,41,"human rights","world","2016-01-01 2020-12-31","web",0
2017-06-25,38,"human rights","world","2016-01-01 2020-12-31","web",0
2017-07-02,36,"human rights","world","2016-01-01 2020-12-31","web",0
2017-07-09,40,"human rights","world","2016-01-01 2020-12-31","web",0
2017-07-16,36,"human rights","world","2016-01-01 2020-12-31","web",0
2017-07-23,41,"human rights","world","2016-01-01 2020-12-31","web",0
2017-07-30,39,"human rights","world","2016-01-01 2020-12-31","web",0
2017-08-06,38,"human rights","world","2016-01-01 2020-12-31","web",0
2017-08-13,40,"human rights","world","2016-01-01 2020-12-31","web",0
2017-08-20,39,"human rights","world","2016-01-01 2020-12-31","web",0
2017-08-27,40,"human rights","world","2016-01-01 2020-12-31","web",0
2017-09-03,46,"human rights","world","2016-01-01 2020-12-31","web",0
2017-09-10,56,"human rights","world","2016-01-01 2020-12-31","web",0
2017-09-17,52,"human rights","world","2016-01-01 2020-12-31","web",0
2017-09-24,52,"human rights","world","2016-01-01 2020-12-31","web",0
2017-10-01,53,"human rights","world","2016-01-01 2020-12-31","web",0
2017-10-08,53,"human rights","world","2016-01-01 2020-12-31","web",0
2017-10-15,53,"human rights","world","2016-01-01 2020-12-31","web",0
2017-10-22,52,"human rights","world","2016-01-01 2020-12-31","web",0
2017-10-29,52,"human rights","world","2016-01-01 2020-12-31","web",0
2017-11-05,54,"human rights","world","2016-01-01 2020-12-31","web",0
2017-11-12,54,"human rights","world","2016-01-01 2020-12-31","web",0
2017-11-19,49,"human rights","world","2016-01-01 2020-12-31","web",0
2017-11-26,54,"human rights","world","2016-01-01 2020-12-31","web",0
2017-12-03,59,"human rights","world","2016-01-01 2020-12-31","web",0
2017-12-10,60,"human rights","world","2016-01-01 2020-12-31","web",0
2017-12-17,41,"human rights","world","2016-01-01 2020-12-31","web",0
2017-12-24,26,"human rights","world","2016-01-01 2020-12-31","web",0
2017-12-31,34,"human rights","world","2016-01-01 2020-12-31","web",0
2018-01-07,47,"human rights","world","2016-01-01 2020-12-31","web",0
2018-01-14,48,"human rights","world","2016-01-01 2020-12-31","web",0
2018-01-21,47,"human rights","world","2016-01-01 2020-12-31","web",0
2018-01-28,51,"human rights","world","2016-01-01 2020-12-31","web",0
2018-02-04,52,"human rights","world","2016-01-01 2020-12-31","web",0
2018-02-11,51,"human rights","world","2016-01-01 2020-12-31","web",0
2018-02-18,50,"human rights","world","2016-01-01 2020-12-31","web",0
2018-02-25,54,"human rights","world","2016-01-01 2020-12-31","web",0
2018-03-04,55,"human rights","world","2016-01-01 2020-12-31","web",0
2018-03-11,54,"human rights","world","2016-01-01 2020-12-31","web",0
2018-03-18,62,"human rights","world","2016-01-01 2020-12-31","web",0
2018-03-25,48,"human rights","world","2016-01-01 2020-12-31","web",0
2018-04-01,49,"human rights","world","2016-01-01 2020-12-31","web",0
2018-04-08,55,"human rights","world","2016-01-01 2020-12-31","web",0
2018-04-15,55,"human rights","world","2016-01-01 2020-12-31","web",0
2018-04-22,59,"human rights","world","2016-01-01 2020-12-31","web",0
2018-04-29,58,"human rights","world","2016-01-01 2020-12-31","web",0
2018-05-06,58,"human rights","world","2016-01-01 2020-12-31","web",0
2018-05-13,55,"human rights","world","2016-01-01 2020-12-31","web",0
2018-05-20,55,"human rights","world","2016-01-01 2020-12-31","web",0
2018-05-27,48,"human rights","world","2016-01-01 2020-12-31","web",0
2018-06-03,45,"human rights","world","2016-01-01 2020-12-31","web",0
2018-06-10,45,"human rights","world","2016-01-01 2020-12-31","web",0
2018-06-17,100,"human rights","world","2016-01-01 2020-12-31","web",0
2018-06-24,39,"human rights","world","2016-01-01 2020-12-31","web",0
2018-07-01,35,"human rights","world","2016-01-01 2020-12-31","web",0
2018-07-08,36,"human rights","world","2016-01-01 2020-12-31","web",0
2018-07-15,38,"human rights","world","2016-01-01 2020-12-31","web",0
2018-07-22,41,"human rights","world","2016-01-01 2020-12-31","web",0
2018-07-29,38,"human rights","world","2016-01-01 2020-12-31","web",0
2018-08-05,41,"human rights","world","2016-01-01 2020-12-31","web",0
2018-08-12,39,"human rights","world","2016-01-01 2020-12-31","web",0
2018-08-19,40,"human rights","world","2016-01-01 2020-12-31","web",0
2018-08-26,42,"human rights","world","2016-01-01 2020-12-31","web",0
2018-09-02,46,"human rights","world","2016-01-01 2020-12-31","web",0
2018-09-09,49,"human rights","world","2016-01-01 2020-12-31","web",0
2018-09-16,51,"human rights","world","2016-01-01 2020-12-31","web",0
2018-09-23,51,"human rights","world","2016-01-01 2020-12-31","web",0
2018-09-30,49,"human rights","world","2016-01-01 2020-12-31","web",0
2018-10-07,53,"human rights","world","2016-01-01 2020-12-31","web",0
2018-10-14,53,"human rights","world","2016-01-01 2020-12-31","web",0
2018-10-21,56,"human rights","world","2016-01-01 2020-12-31","web",0
2018-10-28,52,"human rights","world","2016-01-01 2020-12-31","web",0
2018-11-04,50,"human rights","world","2016-01-01 2020-12-31","web",0
2018-11-11,52,"human rights","world","2016-01-01 2020-12-31","web",0
2018-11-18,48,"human rights","world","2016-01-01 2020-12-31","web",0
2018-11-25,52,"human rights","world","2016-01-01 2020-12-31","web",0
2018-12-02,60,"human rights","world","2016-01-01 2020-12-31","web",0
2018-12-09,72,"human rights","world","2016-01-01 2020-12-31","web",0
2018-12-16,40,"human rights","world","2016-01-01 2020-12-31","web",0
2018-12-23,25,"human rights","world","2016-01-01 2020-12-31","web",0
2018-12-30,31,"human rights","world","2016-01-01 2020-12-31","web",0
2019-01-06,48,"human rights","world","2016-01-01 2020-12-31","web",0
2019-01-13,47,"human rights","world","2016-01-01 2020-12-31","web",0
2019-01-20,47,"human rights","world","2016-01-01 2020-12-31","web",0
2019-01-27,48,"human rights","world","2016-01-01 2020-12-31","web",0
2019-02-03,50,"human rights","world","2016-01-01 2020-12-31","web",0
2019-02-10,51,"human rights","world","2016-01-01 2020-12-31","web",0
2019-02-17,52,"human rights","world","2016-01-01 2020-12-31","web",0
2019-02-24,54,"human rights","world","2016-01-01 2020-12-31","web",0
2019-03-03,54,"human rights","world","2016-01-01 2020-12-31","web",0
2019-03-10,53,"human rights","world","2016-01-01 2020-12-31","web",0
2019-03-17,56,"human rights","world","2016-01-01 2020-12-31","web",0
2019-03-24,51,"human rights","world","2016-01-01 2020-12-31","web",0
2019-03-31,52,"human rights","world","2016-01-01 2020-12-31","web",0
2019-04-07,51,"human rights","world","2016-01-01 2020-12-31","web",0
2019-04-14,45,"human rights","world","2016-01-01 2020-12-31","web",0
2019-04-21,51,"human rights","world","2016-01-01 2020-12-31","web",0
2019-04-28,55,"human rights","world","2016-01-01 2020-12-31","web",0
2019-05-05,55,"human rights","world","2016-01-01 2020-12-31","web",0
2019-05-12,54,"human rights","world","2016-01-01 2020-12-31","web",0
2019-05-19,48,"human rights","world","2016-01-01 2020-12-31","web",0
2019-05-26,46,"human rights","world","2016-01-01 2020-12-31","web",0
2019-06-02,44,"human rights","world","2016-01-01 2020-12-31","web",0
2019-06-09,45,"human rights","world","2016-01-01 2020-12-31","web",0
2019-06-16,40,"human rights","world","2016-01-01 2020-12-31","web",0
2019-06-23,41,"human rights","world","2016-01-01 2020-12-31","web",0
2019-06-30,36,"human rights","world","2016-01-01 2020-12-31","web",0
2019-07-07,41,"human rights","world","2016-01-01 2020-12-31","web",0
2019-07-14,38,"human rights","world","2016-01-01 2020-12-31","web",0
2019-07-21,38,"human rights","world","2016-01-01 2020-12-31","web",0
2019-07-28,38,"human rights","world","2016-01-01 2020-12-31","web",0
2019-08-04,37,"human rights","world","2016-01-01 2020-12-31","web",0
2019-08-11,40,"human rights","world","2016-01-01 2020-12-31","web",0
2019-08-18,41,"human rights","world","2016-01-01 2020-12-31","web",0
2019-08-25,41,"human rights","world","2016-01-01 2020-12-31","web",0
2019-09-01,44,"human rights","world","2016-01-01 2020-12-31","web",0
2019-09-08,52,"human rights","world","2016-01-01 2020-12-31","web",0
2019-09-15,51,"human rights","world","2016-01-01 2020-12-31","web",0
2019-09-22,50,"human rights","world","2016-01-01 2020-12-31","web",0
2019-09-29,48,"human rights","world","2016-01-01 2020-12-31","web",0
2019-10-06,51,"human rights","world","2016-01-01 2020-12-31","web",0
2019-10-13,55,"human rights","world","2016-01-01 2020-12-31","web",0
2019-10-20,52,"human rights","world","2016-01-01 2020-12-31","web",0
2019-10-27,47,"human rights","world","2016-01-01 2020-12-31","web",0
2019-11-03,52,"human rights","world","2016-01-01 2020-12-31","web",0
2019-11-10,53,"human rights","world","2016-01-01 2020-12-31","web",0
2019-11-17,62,"human rights","world","2016-01-01 2020-12-31","web",0
2019-11-24,54,"human rights","world","2016-01-01 2020-12-31","web",0
2019-12-01,59,"human rights","world","2016-01-01 2020-12-31","web",0
2019-12-08,83,"human rights","world","2016-01-01 2020-12-31","web",0
2019-12-15,43,"human rights","world","2016-01-01 2020-12-31","web",0
2019-12-22,27,"human rights","world","2016-01-01 2020-12-31","web",0
2019-12-29,31,"human rights","world","2016-01-01 2020-12-31","web",0
2020-01-05,45,"human rights","world","2016-01-01 2020-12-31","web",0
2020-01-12,48,"human rights","world","2016-01-01 2020-12-31","web",0
2020-01-19,46,"human rights","world","2016-01-01 2020-12-31","web",0
2020-01-26,48,"human rights","world","2016-01-01 2020-12-31","web",0
2020-02-02,49,"human rights","world","2016-01-01 2020-12-31","web",0
2020-02-09,51,"human rights","world","2016-01-01 2020-12-31","web",0
2020-02-16,51,"human rights","world","2016-01-01 2020-12-31","web",0
2020-02-23,55,"human rights","world","2016-01-01 2020-12-31","web",0
2020-03-01,56,"human rights","world","2016-01-01 2020-12-31","web",0
2020-03-08,46,"human rights","world","2016-01-01 2020-12-31","web",0
2020-03-15,40,"human rights","world","2016-01-01 2020-12-31","web",0
2020-03-22,36,"human rights","world","2016-01-01 2020-12-31","web",0
2020-03-29,39,"human rights","world","2016-01-01 2020-12-31","web",0
2020-04-05,39,"human rights","world","2016-01-01 2020-12-31","web",0
2020-04-12,38,"human rights","world","2016-01-01 2020-12-31","web",0
2020-04-19,45,"human rights","world","2016-01-01 2020-12-31","web",0
2020-04-26,45,"human rights","world","2016-01-01 2020-12-31","web",0
2020-05-03,43,"human rights","world","2016-01-01 2020-12-31","web",0
2020-05-10,43,"human rights","world","2016-01-01 2020-12-31","web",0
2020-05-17,41,"human rights","world","2016-01-01 2020-12-31","web",0
2020-05-24,42,"human rights","world","2016-01-01 2020-12-31","web",0
2020-05-31,53,"human rights","world","2016-01-01 2020-12-31","web",0
2020-06-07,48,"human rights","world","2016-01-01 2020-12-31","web",0
2020-06-14,46,"human rights","world","2016-01-01 2020-12-31","web",0
2020-06-21,43,"human rights","world","2016-01-01 2020-12-31","web",0
2020-06-28,41,"human rights","world","2016-01-01 2020-12-31","web",0
2020-07-05,40,"human rights","world","2016-01-01 2020-12-31","web",0
2020-07-12,38,"human rights","world","2016-01-01 2020-12-31","web",0
2020-07-19,40,"human rights","world","2016-01-01 2020-12-31","web",0
2020-07-26,40,"human rights","world","2016-01-01 2020-12-31","web",0
2020-08-02,38,"human rights","world","2016-01-01 2020-12-31","web",0
2020-08-09,38,"human rights","world","2016-01-01 2020-12-31","web",0
2020-08-16,39,"human rights","world","2016-01-01 2020-12-31","web",0
2020-08-23,42,"human rights","world","2016-01-01 2020-12-31","web",0
2020-08-30,43,"human rights","world","2016-01-01 2020-12-31","web",0
2020-09-06,48,"human rights","world","2016-01-01 2020-12-31","web",0
2020-09-13,53,"human rights","world","2016-01-01 2020-12-31","web",0
2020-09-20,52,"human rights","world","2016-01-01 2020-12-31","web",0
2020-09-27,49,"human rights","world","2016-01-01 2020-12-31","web",0
2020-10-04,50,"human rights","world","2016-01-01 2020-12-31","web",0
2020-10-11,49,"human rights","world","2016-01-01 2020-12-31","web",0
2020-10-18,47,"human rights","world","2016-01-01 2020-12-31","web",0
2020-10-25,44,"human rights","world","2016-01-01 2020-12-31","web",0
2020-11-01,42,"human rights","world","2016-01-01 2020-12-31","web",0
2020-11-08,45,"human rights","world","2016-01-01 2020-12-31","web",0
2020-11-15,46,"human rights","world","2016-01-01 2020-12-31","web",0
2020-11-22,43,"human rights","world","2016-01-01 2020-12-31","web",0
2020-11-29,47,"human rights","world","2016-01-01 2020-12-31","web",0
2020-12-06,84,"human rights","world","2016-01-01 2020-12-31","web",0
2020-12-13,45,"human rights","world","2016-01-01 2020-12-31","web",0
2020-12-20,30,"human rights","world","2016-01-01 2020-12-31","web",0
2020-12-27,27,"human rights","world","2016-01-01 2020-12-31","web",0
2016-01-03,22,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-01-10,35,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-01-17,41,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-01-24,42,"derechos humanos","world","2016-01-01 2020-12-31","web",0
2016-01-31,47,"derechos humanos","world","2016-01-01 2020-12-31","web",0
