"date","hits","keyword","geo","time","gprop","category"
2017-01-01,44,"human rights","world","2017-01-01 2021-12-31","web",0
2017-01-08,53,"human rights","world","2017-01-01 2021-12-31","web",0
2017-01-15,58,"human rights","world","2017-01-01 2021-12-31","web",0
2017-01-22,58,"human rights","world","2017-01-01 2021-12-31","web",0
2017-01-29,61,"human rights","world","2017-01-01 2021-12-31","web",0
2017-02-05,55,"human rights","world","2017-01-01 2021-12-31","web",0
2017-02-12,56,"human rights","world","2017-01-01 2021-12-31","web",0
2017-02-19,58,"human rights","world","2017-01-01 2021-12-31","web",0
2017-02-26,60,"human rights","world","2017-01-01 2021-12-31","web",0
2017-03-05,63,"human rights","world","2017-01-01 2021-12-31","web",0
2017-03-12,69,"human rights","world","2017-01-01 2021-12-31","web",0
2017-03-19,67,"human rights","world","2017-01-01 2021-12-31","web",0
2017-03-26,61,"human rights","world","2017-01-01 2021-12-31","web",0
2017-04-02,56,"human rights","world","2017-01-01 2021-12-31","web",0
2017-04-09,56,"human rights","world","2017-01-01 2021-12-31","web",0
2017-04-16,57,"human rights","world","2017-01-01 2021-12-31","web",0
2017-04-23,65,"human rights","world","2017-01-01 2021-12-31","web",0
2017-04-30,69,"human rights","world","2017-01-01 2021-12-31","web",0
2017-05-07,75,"human rights","world","2017-01-01 2021-12-31","web",0
2017-05-14,73,"human rights","world","2017-01-01 2021-12-31","web",0
2017-05-21,68,"human rights","world","2017-01-01 2021-12-31","web",0
2017-05-28,58,"human rights","world","2017-01-01 2021-12-31","web",0
2017-06-04,64,"human rights","world","2017-01-01 2021-12-31","web",0
2017-06-11,48,"human rights","world","2017-01-01 2021-12-31","web",0
2017-06-18,48,"human rights","world","2017-01-01 2021-12-31","web",0
2017-06-25,39,"human rights","world","2017-01-01 2021-12-31","web",0
2017-07-02,37,"human rights","world","2017-01-01 2021-12-31","web",0
2017-07-09,41,"human rights","world","2017-01-01 2021-12-31","web",0
2017-07-16,37,"human rights","world","2017-01-01 2021-12-31","web",0
2017-07-23,44,"human rights","world","2017-01-01 2021-12-31","web",0
2017-07-30,40,"human rights","world","2017-01-01 2021-12-31","web",0
2017-08-06,39,"human rights","world","2017-01-01 2021-12-31","web",0
2017-08-13,42,"human rights","world","2017-01-01 2021-12-31","web",0
2017-08-20,36,"human rights","world","2017-01-01 2021-12-31","web",0
2017-08-27,46,"human rights","world","2017-01-01 2021-12-31","web",0
2017-09-03,47,"human rights","world","2017-01-01 2021-12-31","web",0
2017-09-10,59,"human rights","world","2017-01-01 2021-12-31","web",0
2017-09-17,54,"human rights","world","2017-01-01 2021-12-31","web",0
2017-09-24,53,"human rights","world","2017-01-01 2021-12-31","web",0
2017-10-01,54,"human rights","world","2017-01-01 2021-12-31","web",0
2017-10-08,55,"human rights","world","2017-01-01 2021-12-31","web",0
2017-10-15,53,"human rights","world","2017-01-01 2021-12-31","web",0
2017-10-22,54,"human rights","world","2017-01-01 2021-12-31","web",0
2017-10-29,53,"human rights","world","2017-01-01 2021-12-31","web",0
2017-11-05,58,"human rights","world","2017-01-01 2021-12-31","web",0
2017-11-12,56,"human rights","world","2017-01-01 2021-12-31","web",0
2017-11-19,50,"human rights","world","2017-01-01 2021-12-31","web",0
2017-11-26,53,"human rights","world","2017-01-01 2021-12-31","web",0
2017-12-03,61,"human rights","world","2017-01-01 2021-12-31","web",0
2017-12-10,63,"human rights","world","2017-01-01 2021-12-31","web",0
2017-12-17,42,"human rights","world","2017-01-01 2021-12-31","web",0
2017-12-24,26,"human rights","world","2017-01-01 2021-12-31","web",0
2017-12-31,34,"human rights","world","2017-01-01 2021-12-31","web",0
2018-01-07,45,"human rights","world","2017-01-01 2021-12-31","web",0
2018-01-14,51,"human rights","world","2017-01-01 2021-12-31","web",0
2018-01-21,49,"human rights","world","2017-01-01 2021-12-31","web",0
2018-01-28,52,"human rights","world","2017-01-01 2021-12-31","web",0
2018-02-04,51,"human rights","world","2017-01-01 2021-12-31","web",0
2018-02-11,52,"human rights","world","2017-01-01 2021-12-31","web",0
