"","year","ISO","CCODE","language_type","hits_mean","hits_median","hits_max","hits_sd","HRINGO_count","theta_mean","Amnesty","State","HRW","gdp_growth","gdp_pc_currentus","gini","literacy_per","rat_sum"
"93",2014,"GB",200,"English",3.80365384615385,3.99,6.08,1.01274433768564,NA,2.32668506322108,1,1,NA,3.054251,46783.469,34,NA,18
"94",2015,"GB",200,"English",4.2275,4.37,19,2.36199971360261,16,2.3644040991,1,1,NA,2.3459394,44305.555,33.200001,NA,18
"95",2016,"GB",200,"English",3.70865384615385,3.99,5.32,0.918935933771813,NA,NA,NA,NA,NA,1.9357909,40412.035,NA,NA,18
"96",2012,"PH",840,"English",6.99056603773585,7.41,12.35,2.55139284365825,8,-1.06810989032708,4,4,NA,6.6838188,2581.8186,NA,NA,21
"97",2013,"PH",840,"English",6.52942307692308,6.935,15.77,2.87781263166774,NA,-0.999088589911073,NA,4,4,7.0640244,2760.2891,NA,96.398003,21
"98",2014,"PH",840,"English",6.68288461538462,6.65,10.83,2.47149580534483,NA,-0.934186450060798,3,4,4,6.145299,2842.9382,NA,NA,21
"99",2015,"PH",840,"English",6.40884615384615,6.65,10.64,2.15523316953943,8,-0.958276603745186,3,4,5,6.0665488,2878.3384,NA,NA,21
"100",2016,"PH",840,"English",8.66326923076923,7.98,19,4.31896398304939,NA,NA,NA,NA,NA,6.8757148,2950.9138,NA,NA,21
"101",2012,"IE",205,"English",8.75660377358491,8.67,16.32,3.36229657285488,10,2.32670610524085,1,1,NA,0.037154753,49042.34,33.200001,NA,14
"102",2013,"IE",205,"English",8.59153846153846,8.33,15.64,3.2419011516274,NA,2.40096826032333,NA,1,NA,1.638845,51773.113,33.5,NA,14
"103",2014,"IE",205,"English",7.69903846153846,7.735,13.09,2.59009293467559,NA,2.46305823387231,1,1,NA,8.3283796,55412.93,31.9,NA,15
"104",2015,"IE",205,"English",8.28096153846154,8.5,14.45,2.33076126553602,10,2.49258113817683,1,1,NA,25.557268,61807.672,31.799999,NA,15
"105",2016,"IE",205,"English",7.72192307692308,7.225,17,2.79953430193172,NA,NA,NA,NA,NA,5.1414599,64100.43,NA,NA,15
"106",2012,"BD",771,"English",4.58566037735849,4.48,7.84,1.63769245426179,7,-0.888691463939737,3,4,NA,6.5214353,856.34283,NA,NA,16
"107",2013,"BD",771,"English",3.64307692307692,3.2,16,2.29087665252935,NA,-0.96112891153239,NA,4,4,6.0135961,951.88947,NA,NA,16
"108",2014,"BD",771,"English",2.59692307692308,2.4,6.24,0.864601321388771,NA,-0.98400000393579,4,4,4,6.0610929,1084.5654,NA,NA,16
"109",2015,"BD",771,"English",2.28307692307692,2.08,6.4,0.875849253887588,6,-0.99159343225362,4,4,4,6.5526333,1210.1588,NA,NA,16
"110",2016,"BD",771,"English",1.87384615384615,1.92,4.96,0.669392917372192,NA,NA,NA,NA,NA,7.1134653,1358.7791,32.400002,72.75872,16
"111",2012,"PK",770,"English",8.28679245283019,7.95,15,2.35961924371848,9,-1.60708149833253,5,5,NA,3.5070333,1261.209,NA,56.764339,11
"112",2013,"PK",770,"English",6.14711538461538,5.85,13.5,2.05143215066409,NA,-1.52989137035682,NA,5,5,4.3964567,1272.441,30.700001,55.59499,11
"113",2014,"PK",770,"English",5.58461538461538,5.4,11.4,1.57450703338856,NA,-1.4027084059526,4,5,5,4.6747079,1316.981,NA,56.97715,11
"114",2015,"PK",770,"English",5.49807692307692,5.4,12.15,1.60702994647542,9,-1.2052884580264,4,4,4,4.7311473,1428.6376,33.5,NA,11
"115",2016,"PK",770,"English",5.50384615384615,5.25,13.5,1.9929740844671,NA,NA,NA,NA,NA,5.5267358,1442.2859,NA,NA,12
"116",2012,"QA",694,"English",5.04264150943396,5.46,9.52,2.27448062621185,1,1.73284266987767,1,1,NA,4.6872592,88564.82,NA,96.678589,10
"117",2013,"QA",694,"English",5.64576923076923,5.32,14,2.47207251793645,NA,1.4417565401841,NA,2,2,4.4102745,88304.883,NA,97.477852,10
"118",2014,"QA",694,"English",4.98076923076923,4.69,9.52,2.0239273083841,NA,1.42961330087074,1,2,2,3.9788821,86852.711,NA,97.746689,10
"119",2015,"QA",694,"English",4.03038461538462,3.78,7.28,1.38185717819721,1,1.38624648272043,2,2,1,3.5510156,66346.523,NA,NA,10
"120",2016,"QA",694,"English",3.38961538461538,2.94,8.54,1.90800374227699,NA,NA,NA,NA,NA,2.2231209,59324.34,NA,NA,10
"121",2012,"CH",225,"English",6.5,5.98,11.31,2.0666760752474,10,2.23010668103508,1,1,NA,1.0060241,83538.227,31.6,NA,16
"122",2013,"CH",225,"English",6.2375,5.915,11.44,1.95847667393639,NA,2.3138601589222,NA,1,NA,1.8520398,85112.461,32.5,NA,16
"123",2014,"CH",225,"English",6.7425,6.63,12.74,2.26048309516559,NA,2.38948682930874,1,1,NA,2.449218,86605.563,32.5,NA,17
"124",2015,"CH",225,"English",7.075,6.89,13,2.29385325273829,10,2.40593105983181,1,1,NA,1.2263844,82016.023,32.299999,NA,17
"125",2016,"CH",225,"English",7.035,6.89,13,2.0315873249318,NA,NA,NA,NA,NA,1.3758845,79866.031,NA,NA,18
"126",2012,"NO",385,"English",1.82490566037736,1.92,4.08,0.625913555844911,7,3.66050507358361,1,1,NA,2.7216268,101668.17,25.700001,NA,16
"127",2013,"NO",385,"English",1.57846153846154,1.5,3,0.651391826949951,NA,3.66444224231019,NA,1,NA,1.0443891,103059.25,26.4,NA,18
"128",2014,"NO",385,"English",2.04923076923077,1.86,12,1.57483375550122,NA,3.67730550660008,1,1,NA,1.9751174,97199.922,26.799999,NA,18
"129",2015,"NO",385,"English",2.42769230769231,2.46,4.56,1.01228651176456,8,3.67354226501354,1,1,NA,1.9700978,74498.141,27.5,NA,18
"130",2016,"NO",385,"English",2.01461538461538,1.92,4.2,0.685171973656368,NA,NA,NA,NA,NA,1.0914651,70890.039,NA,NA,18
"131",2012,"IN",750,"English",5.37056603773585,5.04,8.28,0.976844242159295,11,-1.13390157838346,4,4,NA,5.4563875,1446.9854,NA,NA,12
"132",2013,"IN",750,"English",4.92461538461538,4.68,9.6,1.03254200225722,NA,-0.996591033484991,NA,4,4,6.3861065,1452.1953,NA,NA,12
"133",2014,"IN",750,"English",4.40538461538462,4.14,11.4,1.25527664560987,NA,-0.859200273499218,4,4,3,7.4102278,1576.004,NA,NA,12
"134",2015,"IN",750,"English",4.29,3.96,12,1.26235074831233,9,-0.8002299308812,4,4,3,8.1544247,1606.0383,NA,NA,12
"135",2016,"IN",750,"English",4.03384615384615,3.84,9.6,0.957984309188613,NA,NA,NA,NA,NA,7.1126862,1717.4739,NA,NA,12
"136",2012,"US",2,"English",3.08716981132075,3.24,4.23,0.711202603824327,39,0.348240359699347,3,NA,NA,2.224031,51450.961,NA,NA,6
"137",2013,"US",2,"English",3.12403846153846,3.195,9,1.12471218037673,NA,0.473516343660383,NA,NA,NA,1.6773316,52782.086,41,NA,6
"138",2014,"US",2,"English",3.09461538461538,3.285,4.68,0.687999263390114,NA,0.583498773291786,2,NA,2,2.5691936,54696.727,NA,NA,6
"139",2015,"US",2,"English",3.07903846153846,3.33,4.41,0.757481015397602,39,0.524456320617327,2,NA,3,2.861587,56443.816,NA,NA,6
"140",2016,"US",2,"English",2.91634615384615,3.015,4.5,0.746269227679258,NA,NA,NA,NA,NA,1.4852792,57588.539,41.5,NA,6
"141",2012,"HK",NA,"English",3.85132075471698,3.69,9,1.74135451007348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",2013,"HK",NA,"English",4.01711538461538,3.825,7.47,1.64780345360709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2014,"HK",NA,"English",3.67096153846154,3.285,7.2,1.46994632370374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2015,"HK",NA,"English",3.05134615384615,3.15,6.57,1.28499489408637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2016,"HK",NA,"English",3.44769230769231,3.24,7.11,1.54055581437174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",2012,"SG",830,"English",4.32301886792453,4.16,8,1.61645098536847,6,1.88276477611462,2,1,NA,4.0832977,54715.695,NA,96.369789,6
"147",2013,"SG",830,"English",3.94,3.8,6.88,1.11211510195663,NA,1.99600766613098,NA,1,1,5.1110873,56389.184,NA,96.54808,7
"148",2014,"SG",830,"English",3.61076923076923,3.36,6.96,1.23051694246823,NA,2.04862157126354,1,1,2,3.8838873,56957.078,NA,96.71666,7
"149",2015,"SG",830,"English",3.26615384615385,3.16,6.56,1.19194379694806,5,2.14614405592398,1,1,1,2.2410579,54940.859,NA,96.825493,7
"150",2016,"SG",830,"English",3.40461538461538,3.52,6,1.13529207011436,NA,NA,NA,NA,NA,2.3970215,55243.133,NA,97.049591,7
"151",2012,"JO",663,"English",3.34943396226415,3.28,6.96,1.56406080824925,4,-0.113400307867626,3,3,NA,2.6511705,3870.7532,NA,97.89032,14
"152",2013,"JO",663,"English",2.82769230769231,2.56,7.68,1.38581131526204,NA,-0.0377717356397113,NA,3,3,2.8287668,3992.8672,NA,NA,14
"153",2014,"JO",663,"English",3.73076923076923,3.72,8,1.52942619786669,NA,0.0731378664902453,3,3,2,3.0963302,4066.9407,NA,NA,14
"154",2015,"JO",663,"English",2.86615384615385,2.76,5.12,1.09033212037893,4,0.00689890664660265,3,3,3,2.391696,4096.0991,NA,NA,14
"155",2016,"JO",663,"English",2.75846153846154,2.68,4.72,0.967745276434007,NA,NA,NA,NA,NA,2.0037336,4087.9375,NA,NA,14
"156",2012,"BE",211,"English",4.48150943396226,4.24,7.44,1.43764684363882,11,2.30648360301325,1,1,NA,0.23479693,44740.582,27.5,NA,17
"157",2013,"BE",211,"English",4.06153846153846,4.36,6.4,1.11793820134259,NA,2.37923323931241,NA,1,NA,0.20065044,46582.668,27.700001,NA,17
"158",2014,"BE",211,"English",4.50307692307692,4.48,7.84,1.18694456725305,NA,2.45243867232918,1,1,NA,1.2932652,47351.973,28.1,NA,19
"159",2015,"BE",211,"English",5.31230769230769,5.24,8,1.41709536588689,11,2.48529717201835,1,1,NA,1.4269568,40361.152,27.700001,NA,19
"160",2016,"BE",211,"English",4.32,4.28,6.8,1.12547680527663,NA,NA,NA,NA,NA,1.412292,41260.977,NA,NA,22
"161",2012,"AE",696,"English",2.37075471698113,2.31,5.39,1.06382265919546,1,0.8060114704574,2,2,NA,4.4846263,42086.691,NA,NA,8
"162",2013,"AE",696,"English",2.33692307692308,2.31,7,0.890647568910416,NA,0.416584960210862,NA,3,3,5.0533457,43315.141,NA,NA,8
"163",2014,"AE",696,"English",2.04884615384615,1.96,4.48,0.844120737219816,NA,0.270455282214305,2,3,3,4.3986969,44443.063,NA,NA,8
"164",2015,"AE",696,"English",2.22519230769231,2.24,3.99,0.829565183493834,1,0.136523522789572,3,3,3,5.0647016,39122.051,NA,NA,8
"165",2016,"AE",696,"English",2.18076923076923,2.275,3.64,0.778177473970736,NA,NA,NA,NA,NA,2.9884417,38517.801,NA,NA,9
"166",2012,"SE",380,"English",2.91490566037736,3.08,4.55,1.05144337175418,10,2.49433824531464,1,1,NA,-0.28632063,57134.078,27.6,NA,19
"167",2013,"SE",380,"English",3.06519230769231,3.115,7,1.1304458436519,NA,2.54764306230273,NA,1,NA,1.2412049,60283.246,28.799999,NA,19
"168",2014,"SE",380,"English",3.17288461538462,3.185,6.02,1.1160229397784,NA,2.58356399969925,1,1,NA,2.6043265,59180.199,28.4,NA,19
"169",2015,"SE",380,"English",3.10423076923077,3.08,6.72,1.25349291769877,10,2.61633838534385,1,1,NA,4.5219693,50812.191,29.200001,NA,19
"170",2016,"SE",380,"English",3.33980769230769,3.325,6.09,1.24267341534072,NA,NA,NA,NA,NA,3.234942,51844.762,NA,NA,19
"171",2012,"DK",390,"English",2.78150943396226,2.87,5.25,1.08175142215408,9,2.6886200800157,1,1,NA,0.22646847,58507.5,27.799999,NA,18
"172",2013,"DK",390,"English",2.99115384615385,2.87,6.09,1.25596093021249,NA,2.71978348967665,NA,1,NA,0.93334931,61191.191,28.5,NA,18
"173",2014,"DK",390,"English",3.605,3.43,6.3,1.27127309973807,NA,2.75374852542427,1,1,NA,1.619375,62548.984,28.4,NA,19
"174",2015,"DK",390,"English",3.44076923076923,3.5,7,1.34328956210571,10,2.77530954571734,1,1,NA,1.606609,53012.996,28.200001,NA,20
"175",2016,"DK",390,"English",3.77865384615385,3.815,6.02,1.15417745746408,NA,NA,NA,NA,NA,1.9640771,53578.758,NA,NA,20
"176",2012,"NL",210,"English",3.70075471698113,3.71,6.23,0.965960759388934,9,3.14808599231774,1,1,NA,-1.0570374,49474.707,27.6,NA,18
"177",2013,"NL",210,"English",3.71942307692308,3.71,6.09,0.87825007261329,NA,3.17033754142459,NA,1,1,-0.19033919,51574.488,28.1,NA,18
"178",2014,"NL",210,"English",4.22826923076923,4.27,6.58,0.921411366592399,NA,3.18662724807416,1,1,NA,1.4196903,52157.406,28.6,NA,18
"179",2015,"NL",210,"English",4.17846153846154,4.235,6.72,1.25085756405377,10,3.19398579743681,1,1,NA,2.260757,44746.336,28.200001,NA,18
"180",2016,"NL",210,"English",4.48673076923077,4.515,7,1.22255714194029,NA,NA,NA,NA,NA,2.2099416,45637.887,NA,NA,19
"181",2012,"TN",616,"English",1.47396226415094,1.19,5.6,1.1044461536177,4,0.30504946846668,3,2,NA,3.997674,4137.5483,NA,80.21875,19
"182",2013,"TN",616,"English",1.35288461538462,1.12,7,1.08068303843569,NA,0.311811350735078,NA,3,3,2.8755238,4199.0845,NA,NA,19
"183",2014,"TN",616,"English",1.21423076923077,0.945,6.79,1.00074941752756,NA,0.501254210158833,2,3,2,2.9713984,4270.3076,NA,79.03643,19
"184",2015,"TN",616,"English",1.08769230769231,1.05,2.8,0.695657723435141,8,0.591988467934372,3,2,2,1.1536158,3828.1006,NA,NA,19
"185",2016,"TN",616,"English",0.994807692307692,0.84,2.73,0.728165813869813,NA,NA,NA,NA,NA,1.108393,3688.6465,NA,NA,19
"186",2012,"KR",732,"English",2.45188679245283,2.35,5,0.914096983164204,6,1.56047972173064,2,1,NA,2.2923977,24358.781,31.6,NA,15
"187",2013,"KR",732,"English",2.28557692307692,2.2,4.15,0.905286030980478,NA,1.55679653190676,NA,1,NA,2.8962049,25890.02,NA,NA,15
"188",2014,"KR",732,"English",2.46442307692308,2.5,4.5,0.859966742315298,NA,1.40112040244146,2,2,NA,3.3414478,27811.367,NA,NA,15
"189",2015,"KR",732,"English",2.125,2.2,4.15,0.80868448002623,5,1.39580477585787,1,2,NA,2.7902362,27105.076,NA,NA,15
"190",2016,"KR",732,"English",2.16442307692308,2.075,3.75,0.6938339448214,NA,NA,NA,NA,NA,2.9293048,27608.248,NA,NA,15
"191",2012,"AT",305,"English",1.65660377358491,1.6,2.9,0.556088480080098,9,2.01381999672291,1,1,NA,0.68044436,48567.695,30.5,NA,18
"192",2013,"AT",305,"English",1.58557692307692,1.45,5,0.773414668123626,NA,2.0520350540898,NA,1,NA,0.025504101,50716.707,30.799999,NA,18
"193",2014,"AT",305,"English",1.625,1.6,3.15,0.52022807969386,NA,2.04070701279922,1,1,NA,0.82873386,51704.543,30.5,NA,18
"194",2015,"AT",305,"English",1.43365384615385,1.425,2.35,0.459509665545802,8,1.92536384298458,2,1,NA,1.0918542,44206.785,30.5,NA,18
"195",2016,"AT",305,"English",1.6125,1.525,2.85,0.521486844907678,NA,NA,NA,NA,NA,1.4509155,44731.012,NA,NA,18
"196",2012,"MY",820,"English",2.35660377358491,2.25,5,0.782134513800404,7,0.453549551498268,3,2,NA,5.473454,10779.508,NA,NA,7
"197",2013,"MY",820,"English",2.10673076923077,1.95,4.2,0.676715600917318,NA,0.342771274495565,NA,2,3,4.6937227,10882.289,41.299999,NA,7
"198",2014,"MY",820,"English",2.20480769230769,2.15,3.7,0.524709033785151,NA,0.146614753685827,3,3,3,6.006722,11183.729,NA,NA,7
"199",2015,"MY",820,"English",2.17596153846154,2.15,3.45,0.588658360306189,6,0.0562409042796185,3,3,3,5.0280066,9648.5537,41,NA,7
"200",2016,"MY",820,"English",2.11923076923077,2,4.25,0.703921358558391,NA,NA,NA,NA,NA,4.2198515,9508.2373,NA,NA,7
"201",2012,"FI",375,"English",2.02075471698113,2,5,0.957331726640819,7,2.83747533947823,1,1,NA,-1.4261893,47415.559,27.1,NA,16
"202",2013,"FI",375,"English",2.19326923076923,2.2,4.1,0.809322449987827,NA,2.8636427989874,NA,1,NA,-0.75803632,49638.078,27.200001,NA,16
"203",2014,"FI",375,"English",2.14711538461538,2.1,4.05,0.826782890007802,NA,2.89398581297927,1,1,NA,-0.63172811,49914.617,26.799999,NA,18
"204",2015,"FI",375,"English",2.25961538461538,2.15,4.45,0.886391586855871,8,2.9099125191224,1,1,NA,0.13508226,42424.223,27.1,NA,19
"205",2016,"FI",375,"English",2.33269230769231,2.325,4.8,0.976131049110573,NA,NA,NA,NA,NA,2.1353817,43433.031,NA,NA,21
"206",2012,"IL",666,"English",1.25132075471698,1.12,2.8,0.499623079992266,7,-1.02666638067347,4,4,NA,1.9425077,32525.957,41.400002,NA,11
"207",2013,"IL",666,"English",1.18615384615385,1.08,2.24,0.428101847173712,NA,-0.995494579557378,NA,4,4,4.111155,36291.23,NA,NA,11
"208",2014,"IL",666,"English",1.37538461538462,1.28,4,0.598463593462333,NA,-0.953435209132724,4,4,4,3.4101365,37539.953,NA,NA,11
"209",2015,"IL",666,"English",1.31461538461538,1.26,2.16,0.376321001578786,6,-0.861430965979191,4,4,3,3.0379438,35690.965,NA,NA,11
"210",2016,"IL",666,"English",1.16153846153846,1.18,2.2,0.413267157647137,NA,NA,NA,NA,NA,4.0943356,37180.852,NA,NA,11
"211",2012,"BO",145,"English",0.648301886792453,0,3.52,0.914813423283376,6,0.93027963981641,2,2,NA,5.1222749,2645.2278,46.599998,94.460571,22
"212",2013,"BO",145,"English",0.544615384615385,0,4,0.811724046460255,NA,0.971432716378033,NA,2,2,6.7960119,2947.9385,47.599998,NA,24
"213",2014,"BO",145,"English",0.883076923076923,0.96,2.8,0.696921911572281,NA,1.02403982928698,1,3,2,5.4605699,3124.0002,47.799999,NA,24
"214",2015,"BO",145,"English",0.826153846153846,0.78,3.16,0.752549011748043,5,1.12344694748916,1,2,2,4.8571877,3077.0261,46.700001,92.455078,24
"215",2016,"BO",145,"English",0.215384615384615,0,1.32,0.354436650709991,NA,NA,NA,NA,NA,4.2639194,3117.3306,44.599998,NA,24
"216",2012,"EG",651,"English",0.72,0.66,1.44,0.254286331645133,8,-0.846076012424331,3,3,NA,2.2156088,3181.4417,29.799999,73.865593,14
"217",2013,"EG",651,"English",0.735,0.72,1.47,0.279505866506885,NA,-1.10923299539995,NA,4,4,2.1854661,3213.3892,NA,75.06073,14
"218",2014,"EG",651,"English",0.668076923076923,0.6,3,0.433526526142032,NA,-1.19395565708691,4,4,4,2.9159119,3327.7542,NA,NA,14
"219",2015,"EG",651,"English",0.473653846153846,0.48,0.84,0.17696824625055,10,-1.22098948902075,4,4,4,4.3720193,3547.7129,31.799999,NA,14
"220",2016,"EG",651,"English",0.392307692307692,0.39,1.08,0.173799697472777,NA,NA,NA,NA,NA,4.3466434,3479.2813,NA,NA,14
"221",2012,"HR",344,"English",0.555849056603774,0.48,2.28,0.425510706555456,4,2.50580172399961,1,1,NA,-2.2446947,13254.765,32.5,NA,20
"222",2013,"HR",344,"English",0.598269230769231,0.48,3,0.488000004636155,NA,2.56206862491068,NA,1,1,-0.64803463,13648.99,32,NA,20
"223",2014,"HR",344,"English",0.533653846153846,0.48,1.74,0.318064174349336,NA,2.61301701016778,1,1,NA,-0.096176259,13597.034,32.099998,NA,20
"224",2015,"HR",344,"English",0.545769230769231,0.48,1.92,0.337117807731352,5,2.62957637561377,1,1,NA,2.3473496,11757.89,31.1,NA,20
"225",2016,"HR",344,"English",0.597115384615385,0.51,2.34,0.365509778514946,NA,NA,NA,NA,NA,3.1654179,12298.57,NA,NA,20
"226",2012,"CZ",316,"English",1.00754716981132,0.99,2.79,0.502562302530272,4,2.67424183380284,1,1,NA,-0.79984426,19729.871,26.1,NA,19
"227",2013,"CZ",316,"English",0.857307692307692,0.72,3,0.470507091420441,NA,2.71542681724884,NA,1,NA,-0.48367104,19916.02,26.5,NA,20
"228",2014,"CZ",316,"English",0.861346153846154,0.84,2.01,0.413706483268806,NA,2.75624730662023,1,1,NA,2.715116,19744.559,25.9,NA,20
"229",2015,"CZ",316,"English",0.759230769230769,0.75,1.56,0.296660141945298,4,2.77196140151585,1,1,NA,5.3092384,17715.617,25.9,NA,21
"230",2016,"CZ",316,"English",0.886730769230769,0.825,1.83,0.392611773288686,NA,NA,NA,NA,NA,2.5933261,18483.717,NA,NA,21
"231",2012,"GR",350,"English",0.490188679245283,0.45,1.08,0.202612652103596,7,0.974730132085018,2,2,NA,-7.3004937,22242.682,36.200001,NA,15
"232",2013,"GR",350,"English",0.510576923076923,0.48,3,0.386042837517017,NA,1.17613345581532,NA,1,1,-3.241425,21874.82,36.099998,NA,16
"233",2014,"GR",350,"English",0.424038461538462,0.42,0.78,0.163889723988294,NA,0.942342808022075,3,2,NA,0.73977715,21760.98,35.799999,NA,17
"234",2015,"GR",350,"English",0.426346153846154,0.405,1.2,0.185155248543887,7,0.832706465340028,3,2,NA,-0.29090229,18070.777,36,NA,18
"235",2016,"GR",350,"English",0.522115384615385,0.48,0.9,0.161747037290945,NA,NA,NA,NA,NA,-0.24431475,17881.527,NA,NA,18
"236",2012,"PT",235,"English",0.553018867924528,0.54,1.35,0.299509759091422,4,1.34242516838622,1,2,NA,-4.0282569,20577.402,36,NA,18
"237",2013,"PT",235,"English",0.495576923076923,0.36,3,0.449489529471013,NA,1.38460178670113,NA,2,NA,-1.1301558,21618.734,36.200001,NA,21
"238",2014,"PT",235,"English",0.608653846153846,0.54,1.62,0.341502038843016,NA,1.5389207187524,1,2,NA,0.8931877,22077.535,35.599998,NA,22
"239",2015,"PT",235,"English",0.624230769230769,0.6,1.47,0.295019747785992,4,1.71216216575379,1,1,NA,1.8220668,19252.635,35.5,NA,23
"240",2016,"PT",235,"English",0.689423076923077,0.6,2.22,0.339592682555512,NA,NA,NA,NA,NA,1.6194147,19871.719,NA,NA,23
"241",2012,"MA",600,"English",0.674716981132075,0.63,2.22,0.454463351207456,7,0.0817751836704705,3,3,NA,3.0099614,2904.7468,NA,69.425392,15
"242",2013,"MA",600,"English",0.709615384615385,0.51,3,0.6061998684782,NA,0.243884706517907,NA,3,2,4.5354242,3111.7629,39.5,NA,17
"243",2014,"MA",600,"English",0.639230769230769,0.6,1.65,0.353097476703387,NA,0.309948329535184,3,3,2,2.6694939,3160.2507,NA,NA,18
"244",2015,"MA",600,"English",0.504807692307692,0.435,1.8,0.309024336782691,9,0.327564892420443,3,2,3,4.5495019,2864.093,NA,NA,18
"245",2016,"MA",600,"English",0.505384615384615,0.45,1.68,0.313371680205393,NA,NA,NA,NA,NA,1.2224437,2892.7756,NA,NA,18
"246",2012,"RS",NA,"English",1.14283018867925,1.11,3,0.526605155539089,4,NA,NA,NA,NA,-1.0152704,5659.3804,NA,NA,20
"247",2013,"RS",NA,"English",1.05403846153846,0.99,2.76,0.537117431989138,NA,NA,NA,NA,NA,2.5717342,6353.8262,NA,NA,20
"248",2014,"RS",NA,"English",0.9225,0.81,2.7,0.44214217835709,NA,NA,NA,NA,NA,-1.8313011,6200.1733,NA,NA,21
"249",2015,"RS",NA,"English",1.06153846153846,0.99,1.98,0.39635785284426,6,NA,NA,NA,NA,0.75771517,5237.2554,NA,NA,21
"250",2016,"RS",NA,"English",0.943269230769231,0.9,2.64,0.542458893911521,NA,NA,NA,NA,NA,2.7973237,5426.1982,NA,98.841507,21
"251",2012,"DE",255,"English",1.87981132075472,1.89,2.91,0.517109163322845,11,2.62097639121628,1,1,NA,0.49199283,44065.25,NA,NA,20
"252",2013,"DE",255,"English",1.88596153846154,1.875,2.82,0.394924959937835,NA,2.66801883399716,NA,1,1,0.48958448,46530.91,31.1,NA,21
"253",2014,"DE",255,"English",1.99384615384615,2.025,3,0.473241445842763,NA,2.71335147075538,1,1,NA,1.9296904,48042.563,NA,NA,21
"254",2015,"DE",255,"English",1.94538461538462,1.92,2.88,0.41946960692191,12,2.73362222280007,1,1,NA,1.7432054,41323.922,31.700001,NA,21
"255",2016,"DE",255,"English",2.07865384615385,2.145,3,0.450542282606516,NA,NA,NA,NA,NA,1.9436255,42232.574,NA,NA,21
"256",2012,"HU",310,"English",0.553962264150943,0.58,1.34,0.274970904912904,8,1.40453004347713,1,2,NA,-1.6437799,12888.305,30.799999,NA,17
"257",2013,"HU",310,"English",0.508461538461539,0.42,2,0.286653337232634,NA,1.42019928285968,NA,2,1,2.0962167,13667.703,31.5,NA,17
"258",2014,"HU",310,"English",0.569615384615385,0.6,1.04,0.232344922251225,NA,1.44279278523661,1,2,NA,4.2277331,14201.449,30.9,NA,17
"259",2015,"HU",310,"English",0.563076923076923,0.56,1.28,0.255124256243267,8,1.41671097470771,1,2,NA,3.3671451,12483.866,30.4,NA,17
"260",2016,"HU",310,"English",0.601153846153846,0.61,1.78,0.301328131003291,NA,NA,NA,NA,NA,2.2131875,12820.088,NA,NA,17
"261",2012,"IT",325,"English",0.99811320754717,0.98,1.52,0.292502837617883,9,1.14097358638982,1,2,NA,-2.8190138,34814.125,35.200001,NA,16
"262",2013,"IT",325,"English",0.914615384615385,0.93,1.46,0.197240388204508,NA,1.12670031926539,NA,2,2,-1.7281609,35370.273,34.900002,NA,17
"263",2014,"IT",325,"English",0.985769230769231,0.99,1.54,0.202041988975561,NA,1.20962155899607,2,2,NA,0.11367324,35396.664,34.700001,NA,17
"264",2015,"IT",325,"English",1.01115384615385,1.02,1.68,0.279619165702307,10,1.32693232317688,2,1,NA,0.95195889,30180.322,35.400002,NA,19
"265",2016,"IT",325,"English",1.14115384615385,1.18,2,0.328189650134652,NA,NA,NA,NA,NA,0.85826266,30668.98,NA,NA,20
"266",2012,"RO",360,"English",0.757358490566038,0.76,1.64,0.352922692250541,4,0.987623367294248,2,2,NA,1.2381825,8558.3975,36.5,NA,17
"267",2013,"RO",360,"English",0.722307692307692,0.66,2,0.428543430817147,NA,1.12048057366396,NA,2,1,3.5315979,9585.2666,36.900002,NA,17
"268",2014,"RO",360,"English",0.632692307692308,0.61,1.68,0.302435314001779,NA,1.08868945816082,2,2,NA,3.076314,10020.277,36,NA,17
"269",2015,"RO",360,"English",0.725384615384615,0.62,1.66,0.326601403275335,5,1.05343071575488,2,2,NA,3.9738076,8978.3896,35.900002,NA,17
"270",2016,"RO",360,"English",0.653846153846154,0.66,1.48,0.315272392939222,NA,NA,NA,NA,NA,4.8207746,9532.167,NA,NA,17
"271",2012,"TH",800,"English",0.88188679245283,0.86,1.64,0.280556155106888,8,-0.603546913349848,3,4,NA,7.2427864,5859.8877,39.299999,NA,12
"272",2013,"TH",800,"English",0.795,0.73,2,0.25776946684822,NA,-0.383202651823555,NA,3,3,2.6873798,6168.395,37.799999,93.702072,12
"273",2014,"TH",800,"English",0.764615384615385,0.76,1.5,0.256388656707126,NA,-0.291770496087546,3,3,3,0.98441404,5953.7939,37,NA,12
"274",2015,"TH",800,"English",0.793846153846154,0.77,1.62,0.262881124600439,8,-0.325150973487227,4,3,3,3.020174,5846.3945,36,92.868309,12
"275",2016,"TH",800,"English",0.801538461538462,0.82,1.28,0.222810784188127,NA,NA,NA,NA,NA,3.2826831,5979.2935,NA,NA,13
"276",2012,"CO",100,"English",0.999622641509434,0.96,2,0.366909977767294,7,-0.881262055993419,4,3,NA,4.0439439,7884.9844,52.900002,NA,20
