"","year","ISO","CCODE","language_type","hits_mean","hits_median","hits_max","hits_sd","HRINGO_count","theta_mean","Amnesty","State","HRW","gdp_growth","gdp_pc_currentus","gini","literacy_per","rat_sum"
"277",2013,"CO",100,"English",0.862692307692308,0.83,1.96,0.419879139401297,NA,-0.877422219133363,NA,4,4,4.8740654,8030.5859,52.900002,NA,20
"278",2014,"CO",100,"English",0.935769230769231,0.93,1.9,0.42567292126401,NA,-0.773045040914332,4,3,4,4.3936086,7913.3833,52.799999,94.186249,20
"279",2015,"CO",100,"English",0.908076923076923,0.84,1.72,0.350087039382049,7,-0.735539484179297,4,3,4,3.0520165,6044.5254,51.099998,94.245049,20
"280",2016,"CO",100,"English",0.982692307692308,0.9,1.8,0.346863341935818,NA,NA,NA,NA,NA,2.0430598,5756.8618,50.799999,NA,20
"281",2012,"CN",710,"English",0.0677358490566038,0.04,0.24,0.0498706599975593,6,-1.086209253068,4,4,NA,7.8562622,6337.8833,42.200001,NA,14
"282",2013,"CN",710,"English",0.085,0.08,0.18,0.0371272322231138,NA,-1.03745107156026,NA,4,4,7.7576351,7077.771,NA,NA,14
"283",2014,"CN",710,"English",0.220769230769231,0.12,0.86,0.248508067126296,NA,-1.01498038714807,4,4,4,7.2976661,7683.5024,NA,NA,14
"284",2015,"CN",710,"English",0.454230769230769,0,2,0.582063085839873,5,-1.00880387310034,4,4,4,6.9002047,8069.2129,NA,NA,14
"285",2016,"CN",710,"English",0.492692307692308,0.48,1.48,0.404252471027482,NA,NA,NA,NA,NA,6.6999998,8117.2676,NA,NA,14
"286",2012,"ID",850,"English",1.21169811320755,1.22,2,0.34284856406435,8,-0.169338765585938,3,3,NA,6.0300508,3687.9541,NA,NA,12
"287",2013,"ID",850,"English",1.00653846153846,0.97,1.72,0.376020882896226,NA,-0.136399778590017,NA,3,3,5.5572639,3620.6641,39.5,NA,12
"288",2014,"ID",850,"English",0.955,1,1.76,0.341917889466543,NA,-0.123913100419595,3,3,3,5.0066686,3491.5959,NA,95.116219,12
"289",2015,"ID",850,"English",0.928076923076923,0.92,1.62,0.359416948663283,8,-0.13534644617553,3,4,2,4.8763223,3334.5491,NA,95.217934,12
"290",2016,"ID",850,"English",0.743076923076923,0.77,1.46,0.267783483371954,NA,NA,NA,NA,NA,5.0332794,3570.2847,NA,95.376968,12
"291",2012,"FR",220,"English",1.10415094339623,1.1,1.76,0.284073622379455,15,1.70889366107604,2,1,NA,0.18269303,40874.715,33.099998,NA,20
"292",2013,"FR",220,"English",1.12307692307692,1.08,1.74,0.321549791597851,NA,1.78588996856643,NA,1,1,0.57624155,42592.953,32.5,NA,20
"293",2014,"FR",220,"English",1.125,1.13,1.92,0.327219420297158,NA,1.74093399403475,2,1,NA,0.94758648,43008.652,32.299999,NA,20
"294",2015,"FR",220,"English",1.23038461538462,1.29,1.82,0.307079612455994,14,1.69856207659964,2,1,NA,1.0674616,36613.375,32.700001,NA,21
"295",2016,"FR",220,"English",1.30615384615385,1.32,2,0.321699859180388,NA,NA,NA,NA,NA,1.1876503,36870.219,NA,NA,22
"296",2012,"ES",230,"English",0.79811320754717,0.82,1.46,0.274401843202584,8,1.66868573356947,2,1,NA,-2.9277506,28563.859,35.400002,97.894539,21
"297",2013,"ES",230,"English",0.845769230769231,0.84,1.54,0.27560518901349,NA,1.76339930423866,NA,1,1,-1.705705,29211.773,36.200001,98.079132,22
"298",2014,"ES",230,"English",0.969230769230769,0.99,1.72,0.300181945831721,NA,1.72016546586122,2,1,NA,1.3799973,29623.164,36.099998,98.093719,22
"299",2015,"ES",230,"English",0.957692307692308,0.91,1.74,0.338153088574121,10,1.69144677069148,2,1,NA,3.4322534,25789.52,36.200001,98.143257,22
"300",2016,"ES",230,"English",1.07846153846154,0.99,2,0.376773633685697,NA,NA,NA,NA,NA,3.2744627,26616.758,NA,98.250511,22
"301",2012,"IR",630,"English",0.808301886792453,0.76,2,0.392162328286567,2,-1.01462802310169,4,4,NA,-7.4445572,7832.9028,NA,83.625992,11
"302",2013,"IR",630,"English",0.518076923076923,0.5,1.08,0.243351101646777,NA,-0.816913285039394,NA,4,3,-0.19407347,6036.1919,37.400002,84.626801,11
"303",2014,"IR",630,"English",0.447307692307692,0.44,1.28,0.200197112519728,NA,-0.714927805674586,3,4,3,4.6034188,5540.9844,38.799999,84.705238,11
"304",2015,"IR",630,"English",0.365769230769231,0.32,0.76,0.165888530419939,2,-0.76224165218193,3,4,4,-1.3206451,4862.2998,NA,NA,11
"305",2016,"IR",630,"English",0.336153846153846,0.32,0.64,0.136110592954144,NA,NA,NA,NA,NA,13.396228,5219.1099,NA,NA,11
"306",2012,"MX",70,"English",0.724150943396226,0.72,1.56,0.299341803361103,10,-0.910135314784427,4,4,NA,3.6423228,9940.4688,45.400002,94.228401,25
"307",2013,"MX",70,"English",0.729230769230769,0.66,1.36,0.326705756887923,NA,-0.890918856467478,NA,4,3,1.354092,10400.563,NA,93.962852,25
"308",2014,"MX",70,"English",0.867307692307692,0.77,2,0.40308669521734,NA,-1.01008930135178,4,4,4,2.8452837,10580.973,45.799999,94.555878,25
"309",2015,"MX",70,"English",0.884230769230769,0.9,1.98,0.345941999864117,11,-0.970734067114337,5,4,3,3.270472,9290.7607,NA,94.472282,25
"310",2016,"MX",70,"English",0.811538461538462,0.82,1.48,0.345397665758343,NA,NA,NA,NA,NA,2.9133282,8443.6924,43.400002,NA,25
"311",2012,"SA",670,"English",0.612075471698113,0.5,1.56,0.312393726486834,3,-0.3465455127627,3,3,NA,5.4114447,25303.094,NA,NA,11
"312",2013,"SA",670,"English",0.646923076923077,0.54,1.68,0.327003858354274,NA,-0.253068358122754,NA,3,3,2.6992548,24934.387,NA,94.426338,11
"313",2014,"SA",670,"English",0.587307692307692,0.6,1.22,0.231923883597195,NA,-0.225894720657128,3,3,3,3.6524818,24575.402,NA,NA,11
"314",2015,"SA",670,"English",0.824230769230769,0.71,2,0.369044054726273,2,-0.290959828662398,4,3,3,4.1064091,20732.861,NA,NA,11
"315",2016,"SA",670,"English",0.588461538461538,0.51,1.32,0.254630717733099,NA,NA,NA,NA,NA,1.6706424,19982.086,NA,NA,11
"316",2012,"UA",369,"English",0.178490566037736,0.15,0.38,0.0834910457293543,5,-0.234335149374029,3,3,NA,0.2386813,3855.4214,24.700001,99.97435,21
"317",2013,"UA",369,"English",0.144807692307692,0.125,0.46,0.0803299661961832,NA,-0.400925018210663,NA,3,3,-0.026729649,4029.7156,24.6,NA,21
"318",2014,"UA",369,"English",0.2125,0.18,1,0.156291269059771,NA,-0.698577413694749,4,4,3,-6.552619,3104.6582,24,NA,21
"319",2015,"UA",369,"English",0.143461538461538,0.135,0.28,0.0593720279878551,5,-0.929047916883239,4,4,5,-9.772974,2124.6626,25.5,NA,22
"320",2016,"UA",369,"English",0.160769230769231,0.155,0.35,0.0603209115317742,NA,NA,NA,NA,NA,2.3076019,2185.728,25,NA,23
"321",2012,"PL",290,"English",0.107169811320755,0.11,0.25,0.0396803263833199,7,1.65813875490962,1,2,NA,1.6079067,13145.539,NA,NA,20
"322",2013,"PL",290,"English",0.1275,0.1,1,0.129733890533435,NA,1.90470313519305,NA,1,1,1.3918923,13781.063,NA,NA,20
"323",2014,"PL",290,"English",0.101730769230769,0.1,0.23,0.0397896998124061,NA,2.05548121665029,1,1,NA,3.2831464,14342.402,NA,NA,21
"324",2015,"PL",290,"English",0.102884615384615,0.1,0.22,0.0394241161618531,7,2.11734453444278,1,1,NA,3.844594,12566.483,NA,NA,21
"325",2016,"PL",290,"English",0.106730769230769,0.11,0.18,0.035075333707476,NA,NA,NA,NA,NA,2.8643286,12415.043,NA,NA,21
"326",2012,"CL",155,"English",0.278490566037736,0.26,1,0.19729318505926,5,1.00774371995672,2,2,NA,5.3186278,15431.903,NA,NA,19
"327",2013,"CL",155,"English",0.313076923076923,0.32,0.64,0.153118414531951,NA,1.05486673774621,NA,2,2,4.0450044,15941.397,47.299999,96.267059,19
"328",2014,"CL",155,"English",0.265961538461538,0.26,0.66,0.126138106934884,NA,1.14780479536205,2,2,2,1.7667397,14794.315,NA,NA,19
"329",2015,"CL",155,"English",0.281346153846154,0.27,0.66,0.143144364892941,5,1.26125384659377,2,1,2,2.3052571,13736.636,47.700001,NA,20
"330",2016,"CL",155,"English",0.354230769230769,0.355,0.62,0.138356546417767,NA,NA,NA,NA,NA,1.2658676,13960.895,NA,NA,20
"331",2012,"TR",640,"English",0.322830188679245,0.32,0.81,0.119925896325936,3,-0.438732852073872,3,3,NA,4.7899404,11720.313,40.200001,94.919746,17
"332",2013,"TR",640,"English",0.331730769230769,0.31,1,0.142824740453715,NA,-0.58085544706848,NA,4,3,8.4913092,12542.722,40.200001,95.25666,17
"333",2014,"TR",640,"English",0.360192307692308,0.325,0.92,0.132613109466648,NA,-0.659786853185202,3,4,3,5.1666908,12127.461,41.200001,95.439629,17
"334",2015,"TR",640,"English",0.329807692307692,0.34,0.84,0.108600552207013,3,-0.826578886952795,4,4,4,6.0858865,10984.806,42.900002,95.601418,18
"335",2016,"TR",640,"English",0.353653846153846,0.36,0.73,0.123844127935614,NA,NA,NA,NA,NA,3.1838315,10862.726,41.900002,NA,18
"336",2012,"TW",713,"English",0.303396226415094,0.29,0.61,0.159107406831244,NA,2.64253885786864,1,1,NA,NA,NA,NA,NA,1
"337",2013,"TW",713,"English",0.259038461538462,0.21,1,0.167229554750051,NA,2.52156740660132,NA,1,NA,NA,NA,NA,NA,1
"338",2014,"TW",713,"English",0.192884615384615,0.18,0.51,0.0945647726654114,NA,2.37151342329791,2,1,NA,NA,NA,NA,NA,1
"339",2015,"TW",713,"English",0.155384615384615,0.14,0.45,0.084608939834093,NA,2.40155558525088,1,1,NA,NA,NA,NA,NA,1
"340",2016,"TW",713,"English",0.180769230769231,0.175,0.42,0.0802898219283057,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"341",2012,"RU",365,"English",0.468490566037736,0.43,0.91,0.173264984105217,8,-1.01169310958762,4,4,NA,3.6559017,15434.575,40.700001,NA,15
"342",2013,"RU",365,"English",0.400384615384615,0.36,0.85,0.168708607570795,NA,-0.873189668954215,NA,4,3,1.7853545,16007.09,40.900002,NA,16
"343",2014,"RU",365,"English",0.346538461538462,0.34,1,0.149874255992653,NA,-0.868393393318265,4,4,4,0.73860079,14125.909,39.900002,NA,16
"344",2015,"RU",365,"English",0.272115384615385,0.275,0.67,0.113558079438372,9,-0.718851409522974,3,4,3,-2.8282409,9329.291,37.700001,NA,16
"345",2016,"RU",365,"English",0.290961538461538,0.28,0.84,0.131092836665615,NA,NA,NA,NA,NA,-0.22491099,8748.3691,NA,NA,16
"346",2012,"AR",160,"English",0.276037735849057,0.23,0.71,0.154264254080726,9,0.820250901764835,1,2,NA,-1.0264205,12969.707,41.200001,NA,23
"347",2013,"AR",160,"English",0.251153846153846,0.225,1,0.15391178841261,NA,0.7893849551597,NA,2,2,2.4053237,12976.637,41,NA,23
"348",2014,"AR",160,"English",0.277307692307692,0.27,0.55,0.11149809432321,NA,0.675530860049976,3,3,2,-2.5126152,12245.257,41.400002,NA,23
"349",2015,"AR",160,"English",0.255192307692308,0.27,0.47,0.0976084692688166,9,0.800899300469723,2,2,2,2.7311599,13698.293,NA,98.089996,24
"350",2016,"AR",160,"English",0.263461538461538,0.25,0.56,0.101244890752418,NA,NA,NA,NA,NA,-1.8225422,12654.355,42.400002,NA,24
"351",2012,"BR",140,"English",0.308301886792453,0.31,0.59,0.10897663562322,11,-0.948658639885709,4,4,NA,1.9331079,12291.467,52.599998,91.337852,19
"352",2013,"BR",140,"English",0.331346153846154,0.31,0.59,0.121671831953001,NA,-0.979773563009183,NA,4,4,3.0103056,12216.904,52.799999,91.484238,19
"353",2014,"BR",140,"English",0.536346153846154,0.515,1,0.173815643220207,NA,-0.989835749837359,4,4,4,0.50821024,12026.619,51.5,91.729431,19
"354",2015,"BR",140,"English",0.3675,0.365,0.7,0.0969308425388644,12,-1.00026480013953,4,4,4,-3.5497673,8750.2227,51.299999,NA,19
"355",2016,"BR",140,"English",0.434807692307692,0.45,0.68,0.116946282030874,NA,NA,NA,NA,NA,-3.4681628,8639.3662,NA,NA,19
"356",2012,"VN",817,"English",0.175471698113208,0.16,0.4,0.104118387457146,4,NA,NA,NA,NA,5.2473674,1722.684,35.599998,NA,11
"357",2013,"VN",817,"English",0.201346153846154,0.16,1,0.137299284464009,NA,NA,NA,NA,NA,5.4218831,1871.3254,NA,NA,11
"358",2014,"VN",817,"English",0.148653846153846,0.12,0.34,0.0844365139431859,NA,NA,NA,NA,NA,5.9836545,2012.0463,34.799999,NA,11
"359",2015,"VN",817,"English",0.12,0.115,0.23,0.0458898937996284,4,NA,NA,NA,NA,6.6792889,2065.1692,NA,NA,13
"360",2016,"VN",817,"English",0.127884615384615,0.12,0.3,0.0635343519390869,NA,NA,NA,NA,NA,6.2108116,2170.6479,35.299999,NA,13
"361",2012,"JP",740,"English",0.108396226415094,0.11,0.21,0.0438284854784233,5,1.83437516390119,2,1,NA,1.4950895,48603.477,NA,NA,11
"362",2013,"JP",740,"English",0.0996153846153846,0.09,0.5,0.0628400252886689,NA,1.88680557607279,NA,1,NA,2.0002677,40454.449,NA,NA,11
"363",2014,"JP",740,"English",0.0898076923076923,0.085,0.205,0.0348942595770835,NA,1.89411551757091,2,1,NA,0.37471947,38109.414,NA,NA,12
"364",2015,"JP",740,"English",0.0880769230769231,0.085,0.16,0.0303921082080085,4,1.97963829140327,1,1,NA,1.3538231,34567.746,NA,NA,12
"365",2016,"JP",740,"English",0.0900961538461539,0.09,0.15,0.0270709015440424,NA,NA,NA,NA,NA,0.93819386,38972.34,NA,NA,12
"366",2012,"GT",90,"Spanish",57.1320754716981,61,100,24.7875881905014,6,0.472443543387598,2,3,NA,2.9700253,3299.6052,NA,78.264862,18
"367",2013,"GT",90,"Spanish",50.7884615384615,55.5,94,20.5534564036258,NA,0.637106374407262,NA,2,2,3.6971774,3452.8289,NA,77.038673,18
"368",2014,"GT",90,"Spanish",46.1153846153846,50.5,75,18.847846755005,NA,0.626547526504492,2,3,2,4.1744008,3687.7637,48.299999,81.285896,18
"369",2015,"GT",90,"Spanish",42.1538461538462,46,70,17.0240713263569,7,0.599700125450735,2,3,2,4.1400442,3923.5732,NA,NA,18
"370",2016,"GT",90,"Spanish",45,48.5,82,18.1680607488127,NA,NA,NA,NA,NA,3.0924881,4140.7378,NA,NA,18
"371",2012,"HN",91,"Spanish",27.2920754716981,27.06,56.58,13.9329274297767,5,0.0384230773461693,2,3,NA,4.1286879,2178.3887,56.099998,85.355553,19
"372",2013,"HN",91,"Spanish",24.6157692307692,22.55,53.3,12.7598133470511,NA,0.0109803560859321,NA,3,3,2.7915597,2136.7717,52.599998,85.464417,19
"373",2014,"HN",91,"Spanish",30.1507692307692,27.47,79.54,17.0539092000786,NA,0.0296394081629282,3,3,3,3.0580807,2242.7075,50.400002,87.197533,19
"374",2015,"HN",91,"Spanish",27.6907692307692,26.24,66.42,14.7489333407809,6,0.096782670901538,2,3,3,3.84008,2341.2754,49.599998,87.90683,19
"375",2016,"HN",91,"Spanish",27.4542307692308,23.78,82,18.2510666189682,NA,NA,NA,NA,NA,3.7521489,2375.0964,50,88.98748,19
"376",2012,"SV",92,"Spanish",34.9433962264151,29.6,79.2,20.5636115265063,6,0.410273426698127,1,3,NA,2.8140748,3437.5996,41.799999,NA,16
"377",2013,"SV",92,"Spanish",34.5230769230769,28.8,80,20.578235365042,NA,0.410190104592314,NA,3,NA,2.3751943,3515.9473,43.400002,86.767578,16
"378",2014,"SV",92,"Spanish",30.2615384615385,24.8,76.8,17.2839510035353,NA,0.537854862868167,1,3,NA,1.9792567,3595.7908,41.599998,NA,17
"379",2015,"SV",92,"Spanish",30.1384615384615,26,73.6,18.3906002615163,6,0.573784399204262,1,3,NA,2.377629,3669.8789,40.599998,87.969849,18
"380",2016,"SV",92,"Spanish",32.6153846153846,25.2,80,18.7774518997965,NA,NA,NA,NA,NA,2.5805774,3768.8376,40,NA,18
"381",2012,"EC",130,"Spanish",17.2294339622641,14.8,67.34,8.63270935612256,8,0.532002484059759,2,3,NA,5.6419621,5702.1045,46.099998,92.064728,24
"382",2013,"EC",130,"Spanish",19.61,17.02,74,10.3594817797561,NA,0.734222199067784,NA,2,2,4.9465113,6074.0908,46.900002,93.294632,24
"383",2014,"EC",130,"Spanish",21.9296153846154,19.98,66.6,9.17500397211827,NA,0.815260335958172,2,2,2,3.7888687,6396.6304,45,94.222641,24
"384",2015,"EC",130,"Spanish",20.4211538461538,19.98,50.32,7.10880416678851,7,0.706204669857954,2,3,2,0.098872609,6150.1558,46,94.455658,24
"385",2016,"EC",130,"Spanish",16.7069230769231,15.54,42.92,6.73191274233686,NA,NA,NA,NA,NA,-1.5763792,6018.5269,45,94.350227,24
"386",2012,"MX",70,"Spanish",32.6847169811321,31.39,59.86,14.365529067846,10,-0.910135314784427,4,4,NA,3.6423228,9940.4688,45.400002,94.228401,25
"387",2013,"MX",70,"Spanish",35.1663461538462,35.04,73,16.6200016550866,NA,-0.890918856467478,NA,4,3,1.354092,10400.563,NA,93.962852,25
"388",2014,"MX",70,"Spanish",33.8467307692308,35.04,61.32,14.3873444825453,NA,-1.01008930135178,4,4,4,2.8452837,10580.973,45.799999,94.555878,25
"389",2015,"MX",70,"Spanish",33.4676923076923,33.58,57.67,14.1739510612878,11,-0.970734067114337,5,4,3,3.270472,9290.7607,NA,94.472282,25
"390",2016,"MX",70,"Spanish",32.1059615384615,32.85,56.94,13.7131617411765,NA,NA,NA,NA,NA,2.9133282,8443.6924,43.400002,NA,25
"391",2012,"CO",100,"Spanish",42.1188679245283,49,69.3,17.1391371361187,7,-0.881262055993419,4,3,NA,4.0439439,7884.9844,52.900002,NA,20
"392",2013,"CO",100,"Spanish",40.7346153846154,46.55,64.4,15.6739684855006,NA,-0.877422219133363,NA,4,4,4.8740654,8030.5859,52.900002,NA,20
"393",2014,"CO",100,"Spanish",41.5019230769231,46.55,70,16.4604873344651,NA,-0.773045040914332,4,3,4,4.3936086,7913.3833,52.799999,94.186249,20
"394",2015,"CO",100,"Spanish",38.7153846153846,43.4,63,15.9260224175796,7,-0.735539484179297,4,3,4,3.0520165,6044.5254,51.099998,94.245049,20
"395",2016,"CO",100,"Spanish",37.3288461538462,40.95,63.7,15.4446809999933,NA,NA,NA,NA,NA,2.0430598,5756.8618,50.799999,NA,20
"396",2012,"NI",93,"Spanish",22.4422641509434,22.42,59,11.3405932963623,5,0.272951256700716,2,3,NA,6.4961367,1792.0381,NA,NA,19
"397",2013,"NI",93,"Spanish",19.6742307692308,19.47,41.89,8.33721878348773,NA,0.216118653974894,NA,3,NA,4.927094,1847.198,NA,NA,19
"398",2014,"NI",93,"Spanish",19.5380769230769,20.06,43.07,8.90853942353254,NA,0.248224209081663,2,3,NA,4.78546,1975.4647,46.200001,NA,19
"399",2015,"NI",93,"Spanish",18.0630769230769,17.7,38.35,8.16705518206581,4,0.163211910059136,3,3,NA,4.7686086,2073.498,NA,NA,19
"400",2016,"NI",93,"Spanish",16.0888461538462,15.045,31.27,7.55850038395836,NA,NA,NA,NA,NA,4.6587591,2143.9258,NA,NA,19
"401",2012,"PA",95,"Spanish",24.9011320754717,24.3,50.22,12.3560196572635,3,1.30519640152372,2,2,NA,9.7788277,10715.717,51.799999,NA,21
"402",2013,"PA",95,"Spanish",23.9157692307692,24.57,44.82,12.32426163658,NA,1.46779615044692,NA,2,NA,6.9034367,11879.757,51.5,NA,21
"403",2014,"PA",95,"Spanish",22.4515384615385,19.98,48.6,12.5636508657684,NA,1.77509406068268,1,1,NA,5.0666132,12787.307,50.599998,NA,21
"404",2015,"PA",95,"Spanish",22.8773076923077,20.25,54,12.996578752734,3,1.89378239513983,1,1,NA,5.5757647,13684.131,50.799999,NA,21
"405",2016,"PA",95,"Spanish",21.9219230769231,19.98,52.92,12.1570025069814,NA,NA,NA,NA,NA,4.9885926,14332.973,50.400002,NA,21
"406",2012,"DO",42,"Spanish",15.5471698113208,12.5,47.5,10.4753667784802,6,-0.283179383549729,3,3,NA,2.7173679,5973.2231,45.599998,90.155182,11
"407",2013,"DO",42,"Spanish",16.625,14,50,10.5509385327358,NA,-0.14313300451586,NA,3,NA,4.875205,6094.7349,47,90.858147,11
"408",2014,"DO",42,"Spanish",15.7788461538462,13,43,10.2227224135499,NA,-0.0284324164946129,3,3,NA,7.6360316,6348.8379,44.099998,91.763763,12
"409",2015,"DO",42,"Spanish",14.6538461538462,12.5,42.5,8.74280570433259,6,0.100773298073024,3,3,2,7.033371,6534.9087,44.700001,91.991211,12
"410",2016,"DO",42,"Spanish",13.1057692307692,10.75,37.5,8.10007052647918,NA,NA,NA,NA,NA,6.6122084,6793.5381,45.299999,NA,13
"411",2012,"PE",135,"Spanish",24.8396226415094,25,50,10.6684174376565,9,0.184912161134245,3,3,NA,6.1397247,6387.7852,44.700001,93.841728,21
"412",2013,"PE",135,"Spanish",21.4038461538462,20.75,42.5,10.609392093957,NA,0.162505949696616,NA,3,3,5.8525181,6583.1162,44.099998,NA,21
"413",2014,"PE",135,"Spanish",20.6730769230769,20.5,46,9.48057074861303,NA,0.274905080768309,3,3,3,2.3760228,6492.0532,43.400002,93.707947,21
"414",2015,"PE",135,"Spanish",21.1923076923077,21.75,37.5,9.06358467269741,10,0.58047791181172,2,2,2,3.2513697,6053.1123,43.5,94.162338,21
"415",2016,"PE",135,"Spanish",21.5769230769231,25.25,37,9.23303139701585,NA,NA,NA,NA,NA,3.9513092,6031.3662,43.799999,94.173668,22
"416",2012,"CR",94,"Spanish",13.0162264150943,12.24,28.22,6.22922646957781,6,1.26084280828886,NA,2,NA,4.7969198,9985.3691,48.599998,NA,22
"417",2013,"CR",94,"Spanish",10.7034615384615,9.69,25.84,5.44020432308595,NA,1.2593604526277,NA,2,NA,2.2690275,10569.666,49.299999,NA,22
"418",2014,"CR",94,"Spanish",11.2330769230769,10.2,27.88,5.63884967356159,NA,1.33174020228503,NA,2,NA,3.5153387,10630.998,48.599998,NA,24
"419",2015,"CR",94,"Spanish",14.2473076923077,13.6,34,7.49400495438923,7,1.46925892603097,NA,1,NA,3.631691,11393.024,48.400002,NA,24
"420",2016,"CR",94,"Spanish",11.1284615384615,10.03,27.54,6.48403087671985,NA,NA,NA,NA,NA,4.1563616,11732.711,48.700001,NA,24
"421",2012,"VE",101,"Spanish",15.0822641509434,14.4,32,7.24132760923486,5,-0.514809716734056,3,4,NA,5.625957,12755,NA,NA,16
"422",2013,"VE",101,"Spanish",12.6646153846154,11.84,27.2,6.14270122019157,NA,-0.428318132548108,NA,3,3,1.343094,12237.193,NA,NA,18
"423",2014,"VE",101,"Spanish",12.4861538461538,13.28,20.8,5.43408781740227,NA,-0.484947658444207,3,4,3,-3.8943865,15692.413,NA,NA,18
"424",2015,"VE",101,"Spanish",11.0830769230769,11.2,22.72,4.84145397803364,5,-0.508743212629489,3,4,3,NA,NA,NA,96.605217,18
"425",2016,"VE",101,"Spanish",10.1107692307692,10.24,21.44,4.98337701318145,NA,NA,NA,NA,NA,NA,NA,NA,97.12709,19
"426",2012,"PY",150,"Spanish",9.25320754716981,7.75,31,6.37355436809155,5,0.594517035084621,1,3,NA,-1.2389685,3855.5378,47.599998,NA,21
"427",2013,"PY",150,"Spanish",7.77980769230769,8.06,18.91,5.02464065260221,NA,0.644710675777517,NA,3,NA,14.036278,4479.9058,47.900002,NA,21
"428",2014,"PY",150,"Spanish",9.44307692307692,9.145,24.49,5.76550374938417,NA,0.891998422091752,2,2,NA,4.7223339,4712.8228,50.700001,94.616722,21
"429",2015,"PY",150,"Spanish",10.2538461538462,11.16,26.66,5.73449765440847,6,1.04722473437405,1,2,NA,2.9622364,4109.3677,47.599998,95.072701,21
"430",2016,"PY",150,"Spanish",7.91096153846154,8.215,16.12,4.17378055908003,NA,NA,NA,NA,NA,4.0195551,4077.7422,47.900002,NA,21
"431",2012,"AR",160,"Spanish",17.377358490566,17.7,28.2,6.20947295885129,9,0.820250901764835,1,2,NA,-1.0264205,12969.707,41.200001,NA,23
"432",2013,"AR",160,"Spanish",16.2692307692308,18.15,30,6.21514716628999,NA,0.7893849551597,NA,2,2,2.4053237,12976.637,41,NA,23
"433",2014,"AR",160,"Spanish",17.3942307692308,19.35,26.1,6.31901622591273,NA,0.675530860049976,3,3,2,-2.5126152,12245.257,41.400002,NA,23
"434",2015,"AR",160,"Spanish",18.075,19.8,30,6.67811394649365,9,0.800899300469723,2,2,2,2.7311599,13698.293,NA,98.089996,24
"435",2016,"AR",160,"Spanish",17.4346153846154,18.75,28.5,6.19354137397428,NA,NA,NA,NA,NA,-1.8225422,12654.355,42.400002,NA,24
"436",2012,"UY",165,"Spanish",8.64830188679245,7.28,28,5.69944860215883,6,2.40277209332372,1,1,NA,3.5381787,15092.068,39.900002,98.395943,23
"437",2013,"UY",165,"Spanish",8.20076923076923,7.7,22.68,5.11488402726475,NA,2.47172848596936,NA,1,NA,4.6375384,16881.205,40.5,98.363869,24
"438",2014,"UY",165,"Spanish",8.06076923076923,7.14,22.4,4.66502037326272,NA,2.53265862363808,1,1,NA,3.2387912,16737.898,40.099998,98.435928,24
"439",2015,"UY",165,"Spanish",8.28153846153846,8.4,21.56,4.5377369260741,7,2.54792445883454,1,1,NA,0.37074128,15524.843,40.200001,98.523872,25
"440",2016,"UY",165,"Spanish",6.96769230769231,6.16,18.48,4.11463986720617,NA,NA,NA,NA,NA,1.6897981,15298.351,39.700001,NA,25
"441",2012,"BO",145,"Spanish",12.8366037735849,13.57,23,5.09507339095486,6,0.93027963981641,2,2,NA,5.1222749,2645.2278,46.599998,94.460571,22
"442",2013,"BO",145,"Spanish",10.5711538461538,10.81,19.55,3.93392467497997,NA,0.971432716378033,NA,2,2,6.7960119,2947.9385,47.599998,NA,24
"443",2014,"BO",145,"Spanish",6.66557692307692,4.025,19.09,5.31035112515154,NA,1.02403982928698,1,3,2,5.4605699,3124.0002,47.799999,NA,24
"444",2015,"BO",145,"Spanish",6.11269230769231,3.91,14.95,4.2734796013868,5,1.12344694748916,1,2,2,4.8571877,3077.0261,46.700001,92.455078,24
"445",2016,"BO",145,"Spanish",8.44807692307692,8.51,16.56,3.31651780440087,NA,NA,NA,NA,NA,4.2639194,3117.3306,44.599998,NA,24
"446",2012,"CL",155,"Spanish",10.1677358490566,10.58,20.93,4.49244692683407,5,1.00774371995672,2,2,NA,5.3186278,15431.903,NA,NA,19
"447",2013,"CL",155,"Spanish",10.7878846153846,11.5,23,5.10881066568315,NA,1.05486673774621,NA,2,2,4.0450044,15941.397,47.299999,96.267059,19
"448",2014,"CL",155,"Spanish",10.81,11.27,20.01,4.87520859282241,NA,1.14780479536205,2,2,2,1.7667397,14794.315,NA,NA,19
"449",2015,"CL",155,"Spanish",11.1771153846154,12.535,19.55,4.65029340695177,5,1.26125384659377,2,1,2,2.3052571,13736.636,47.700001,NA,20
"450",2016,"CL",155,"Spanish",11.4071153846154,12.65,20.01,4.87356146157599,NA,NA,NA,NA,NA,1.2658676,13960.895,NA,NA,20
"451",2012,"PR",NA,"Spanish",4.22490566037736,4.08,10.08,2.27371910064132,NA,NA,NA,NA,NA,0.02927511,27944.734,NA,NA,NA
"452",2013,"PR",NA,"Spanish",4.30153846153846,3.96,12,2.64847672432212,NA,NA,NA,NA,NA,-0.30682665,28513.166,NA,NA,NA
"453",2014,"PR",NA,"Spanish",3.97615384615385,3.66,8.88,2.12534671113537,NA,NA,NA,NA,NA,-1.1903634,28981.457,NA,NA,NA
"454",2015,"PR",NA,"Spanish",3.95769230769231,4.14,7.8,2.0838187187202,NA,NA,NA,NA,NA,-1.1126978,29697.162,NA,NA,NA
