"year","ISO","CCODE","location","hits_mean","hits_median","hits_max","hits_sd"
2012,"CV",402,"Cape Verde",20,18,100,27
2013,"CV",402,"Cape Verde",20.2884615384615,15,74,21.3269014861159
2014,"CV",402,"Cape Verde",12.9615384615385,10,73,15.9925982125084
2015,"CV",402,"Cape Verde",14.8461538461538,9.5,59,13.8512894782818
2016,"CV",402,"Cape Verde",13.0192307692308,8,69,14.0272708966658
2012,"MZ",541,"Mozambique",21.8788679245283,19.98,74,17.3287357677686
2013,"MZ",541,"Mozambique",21.7730769230769,19.61,50.32,12.868464499784
2014,"MZ",541,"Mozambique",16.4080769230769,14.8,51.8,10.9952490700126
2015,"MZ",541,"Mozambique",13.5619230769231,11.47,37,8.29706516467769
2016,"MZ",541,"Mozambique",15.2553846153846,14.8,39.96,8.96682042178951
2012,"AO",540,"Angola",14.46,11.66,53,11.3450560225081
2013,"AO",540,"Angola",10.5898076923077,9.01,28.09,6.6714896741355
2014,"AO",540,"Angola",9.73365384615385,9.01,24.91,6.09378340536924
2015,"AO",540,"Angola",11.6192307692308,9.01,34.98,8.09305726331341
2016,"AO",540,"Angola",9.96807692307692,10.6,24.38,6.22258474712424
2012,"BR",140,"Brazil",12.4652830188679,13.52,18.46,4.03029518091207
2013,"BR",140,"Brazil",14.83,15.08,26,5.3966256704955
2014,"BR",140,"Brazil",13.075,14.17,20.54,4.01944855255875
2015,"BR",140,"Brazil",13.04,14.17,20.28,3.8965605748821
2016,"BR",140,"Brazil",12.65,13.78,19.5,3.96317460392253
2012,"PT",235,"Portugal",5.69547169811321,5.4,14.76,3.53486947100854
2013,"PT",235,"Portugal",4.39961538461538,3.87,17.82,3.37134054999972
2014,"PT",235,"Portugal",4.08115384615385,3.69,15.48,2.95162145790568
2015,"PT",235,"Portugal",3.85269230769231,3.42,18,3.23691217868028
2016,"PT",235,"Portugal",3.72807692307692,3.42,12.24,2.55438802652323
2012,"IN",750,"India",0.0126415094339623,0,0.265,0.047409871716124
2013,"IN",750,"India",0.0183653846153846,0,0.335,0.0564794006682894
2014,"IN",750,"India",0.115961538461538,0.0725,0.5,0.136500515195244
2015,"IN",750,"India",0.0936538461538462,0.06,0.49,0.109652371310139
2016,"IN",750,"India",0.0106730769230769,0,0.12,0.0273866442001021
2012,"US",2,"United States",0.0784905660377359,0.055,0.29,0.0724010259812316
2013,"US",2,"United States",0.154903846153846,0.13,0.5,0.118712415660603
2014,"US",2,"United States",0.0904807692307692,0.085,0.315,0.0786170889931039
2015,"US",2,"United States",0.108846153846154,0.09,0.31,0.0874845386038068
2016,"US",2,"United States",0.0600961538461538,0.04,0.21,0.0501809508484474
