"year","ISO","CCODE","location","hits_mean","hits_median","hits_max","hits_sd"
2012,"UG",500,"Uganda",36.1320754716981,36,100,17.2046927138734
2013,"UG",500,"Uganda",25.0192307692308,25,54,12.1566416683056
2014,"UG",500,"Uganda",20.1923076923077,17.5,42,9.61216235601392
2015,"UG",500,"Uganda",17.9230769230769,17.5,36,7.3266801027
2016,"UG",500,"Uganda",17.2884615384615,16,42,8.58483966632638
2012,"ZM",551,"Zambia",20.1905660377358,17.1,90,18.8855791967447
2013,"ZM",551,"Zambia",24.75,22.95,57.6,15.8456340247735
2014,"ZM",551,"Zambia",25.0961538461538,24.3,60.3,11.9500260322706
2015,"ZM",551,"Zambia",28.5403846153846,27,79.2,16.7791918244158
2016,"ZM",551,"Zambia",26.8788461538462,25.65,58.5,10.2290692375242
2012,"MW",553,"Malawi",20.7039622641509,15.8,63.2,17.2805223099952
2013,"MW",553,"Malawi",19.9323076923077,18.565,66.36,16.0723065459626
2014,"MW",553,"Malawi",22.0592307692308,17.38,79,18.2247032140394
2015,"MW",553,"Malawi",17.5926923076923,13.43,52.14,12.5935557929964
2016,"MW",553,"Malawi",19.3853846153846,20.54,48.19,11.5529562402177
2012,"GM",420,"Gambia",14.4543396226415,0,76,22.9783364120872
2013,"GM",420,"Gambia",17.5530769230769,21.28,56.24,18.5547333994153
2014,"GM",420,"Gambia",9.79230769230769,0,41.8,14.2879475625622
2015,"GM",420,"Gambia",11.7069230769231,7.98,54.72,14.653913288287
2016,"GM",420,"Gambia",12.4815384615385,13.68,38,11.1669820355728
2012,"ZW",552,"Zimbabwe",27.251320754717,28.8,69.84,17.344722766232
2013,"ZW",552,"Zimbabwe",24.5076923076923,23.4,60.48,13.0864121441069
2014,"ZW",552,"Zimbabwe",27.1938461538462,25.2,72,16.2652742276716
2015,"ZW",552,"Zimbabwe",31.0430769230769,28.8,61.2,12.3245416791786
2016,"ZW",552,"Zimbabwe",30.06,28.8,64.08,14.65390853302
2012,"SZ",572,"Eswatini",4.72150943396226,0,68,13.3054666897347
2013,"SZ",572,"Eswatini",3.25615384615385,0,23.8,7.05692821966016
2014,"SZ",572,"Eswatini",2.44538461538462,0,12.92,3.9997884559446
2015,"SZ",572,"Eswatini",2.07923076923077,0,21.76,3.82162671767283
2016,"SZ",572,"Eswatini",1.09846153846154,0,8.16,2.15941112580639
2012,"SS",626,"South Sudan",0,0,0,0
2013,"SS",626,"South Sudan",8.04230769230769,0,67.32,15.3870684967305
2014,"SS",626,"South Sudan",14.1492307692308,0,65.96,17.3042315856333
2015,"SS",626,"South Sudan",11.0630769230769,0,59.16,16.9629545080162
2016,"SS",626,"South Sudan",11.56,7.14,68,14.1764499552368
2012,"RW",517,"Rwanda",15.2835849056604,12.06,67,13.784912054955
2013,"RW",517,"Rwanda",8.65846153846154,8.04,23.45,6.58049684774619
2014,"RW",517,"Rwanda",8.42653846153846,8.04,26.13,5.92819712190298
2015,"RW",517,"Rwanda",6.8675,6.7,19.43,4.55552664784388
2016,"RW",517,"Rwanda",7.15096153846154,6.7,20.77,4.94972221823684
2012,"WS",990,"Samoa",3.43698113207547,0,66,14.1993588133822
2013,"WS",990,"Samoa",3.68076923076923,0,49.5,11.6874465662872
